L1_orth,L1_L1wiktionary,L1_enwiktionary,L1_ipa,L1_en,L1_disambiguated,L1_suffix,L1_pos,L1_year,L1_macro_family,L1_family,L1_language,L1_region,L1_type,L1_loan,L1_certainty,L1_closest_wold_concept,L1_borrowability,L1_closest_wold_concept_similarity,hmInf_strF_vhF_onlyF
szerecsen,https://hu.wiktionary.org/wiki/szerecsen#Magyar,https://en.wiktionary.org/wiki/szerecsen#Hungarian,sɛrɛt͡ʃɛn,"blacky, black, darkey, darkie, dark-skinned, Negro",0,-,a,1387,IE,Romance,Italian,mostly North-Italian,no_info,+,certain,"('black', 'black')",0.048780488,1.000000119,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(æ|e|ͽ|ȣ̈|i|ɑ|o)(r|rk|jr|ɣr|lm)(æ|e|ͽ|ȣ̈|i|ɑ|o)(t͡ʃʲ|jt͡ʃʲ)(æ|e|ͽ|ȣ̈|i|ɑ|o)(n|j|ln|wn)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
szerelem,https://hu.wiktionary.org/wiki/szerelem#Magyar,https://en.wiktionary.org/wiki/szerelem#Hungarian,sɛrɛlɛm,"love, mush, passion",0,-,n,1200,no_info,no_info,no_info,no_info,derivative,-,certain,"('love', 'love')",0.15324165,1.0,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(æ|e|ͽ|ȣ̈|i|ɑ|o)(r|rk|jr|ɣr|lm)(æ|e|ͽ|ȣ̈|i|ɑ|o)(l|ð|lk|lɣ|wð|r|wl)(æ|e|ͽ|ȣ̈|i|ɑ|o)(m|jm|lm)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
szerencse,https://hu.wiktionary.org/wiki/szerencse#Magyar,https://en.wiktionary.org/wiki/szerencse#Hungarian,sɛrɛnt͡ʃɛ,"chance, felicity, fluke, fortune, hit, luck, mercy, scoop",0,-,n,1372,IE,Slavic,no_info,Southern,no_info,+,certain,"('hit', 'hit')",0.044897959,1.0,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(æ|e|ͽ|ȣ̈|i|ɑ|o)(r|rk|jr|ɣr|lm)(æ|e|ͽ|ȣ̈|i|ɑ|o)(n)(t͡ʃʲ|jt͡ʃʲ)(ͽ|ȣ̈|e|ɑ|æ)(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
szerez,https://hu.wiktionary.org/wiki/szerez#Magyar,https://en.wiktionary.org/wiki/szerez#Hungarian,sɛrɛz,"addle, chalk_up_sg, chalk_up, come_by, gain, get, got, have, had, have, had, pick_up, pull, rabbit, realize, scrounge, secure, stroke, win, won",0,-,v,1372,no_info,no_info,no_info,no_info,derivative,-,certain,"('get', 'get')",0.15925176900000002,1.000000119,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(æ|e|ͽ|ȣ̈|i|ɑ|o)(r|rk|jr|ɣr|lm)(æ|e|ͽ|ȣ̈|i|ɑ|o)(t|t͡ʃʲ|p|k|ɣ)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
szerint,https://hu.wiktionary.org/wiki/szerint#Magyar,https://en.wiktionary.org/wiki/szerint#Hungarian,sɛrint,"according_to, after, by, flame, in",0,-,r,1372,no_info,no_info,no_info,no_info,fossilised suffixed form,-,certain,"('after', 'after')",0.076759062,1.0,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(æ|e|ͽ|ȣ̈|i|ɑ|o)(r|rk|jr|ɣr|lm)(ɑ|ȣ|i|e|ͽ|o)(n)(tt|kt|tk|pt|j)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
szerkezet,https://hu.wiktionary.org/wiki/szerkezet#Magyar,https://en.wiktionary.org/wiki/szerkezet#Hungarian,sɛrkɛzɛt,"action, build, conformation, construction, contraption, contrivance, dodge, fabric, frame, framework, gear, layout, machinery, mechanism, rig, set-up, structure, texture, works",0,-,n,1532,no_info,no_info,no_info,no_info,derivative,-,certain,"('build', 'build')",0.198921106,1.0,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(æ|e|ͽ|ȣ̈|i|ɑ|o)(r|rk|jr|ɣr|lm)(kk|wkk)(æ|e|ͽ|ȣ̈|i|ɑ|o)(t)(æ|e|ͽ|ȣ̈|i|ɑ|o)(tt|kt|tk|pt|j)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
szerszám,https://hu.wiktionary.org/wiki/szerszám#Magyar,https://en.wiktionary.org/wiki/szerszám#Hungarian,sɛrsaːm,"implement, instrument, tool, utensil",0,-,n,1372,no_info,no_info,no_info,no_info,no_info,-,certain,"('tool', 'tool')",0.3515625,1.0,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(æ|e|ͽ|ȣ̈|i|ɑ|o)(r|rk|jr|ɣr|lm)(s|ʃʲ|t͡ʃʲ)(ɑ|ȣ|ͽ|o|u|e)(m|jm|lm)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
szertartás,https://hu.wiktionary.org/wiki/szertartás#Magyar,https://en.wiktionary.org/wiki/szertartás#Hungarian,sɛrtɒrtaːʃ,"ceremonial, ceremony, observance, ordinance, rite, ritual, service",0,-,n,1510,no_info,no_info,no_info,no_info,no_info,-,certain,"('service', 'telephone')",0.731404959,0.75426501,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(æ|e|ͽ|ȣ̈|i|ɑ|o)(r|rk|jr|ɣr|lm)(j|tt|kt)(ɑ|ͽ|u|o|ȣ|e|æ)(r|rk|jr|ɣr|lm)(j|tt|kt)(ɑ|ȣ|ͽ|o|u|e)(t͡ʃʲ|t͡ʃ|ʃʲk|ŋt͡ʃʲ|t͡ʃʲk)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
szerte,https://hu.wiktionary.org/wiki/szerte#Magyar,https://en.wiktionary.org/wiki/szerte#Hungarian,sɛrtɛ,over,0,-,r,1372,no_info,no_info,no_info,no_info,fossilised suffixed form,-,certain,"('over', 'up')",0.0,0.881434739,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(æ|e|ͽ|ȣ̈|i|ɑ|o)(r|rk|jr|ɣr|lm)(j|tt|kt)(ͽ|ȣ̈|e|ɑ|æ)(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
szérű,https://hu.wiktionary.org/wiki/szérű#Magyar,https://en.wiktionary.org/wiki/szérű#Hungarian,seːryː,"corn-floor, thrashing_floor",0,-,n,1395,Turkic,Oghur,Chuvash,no_info,no_info,+,uncertain,(),0.0,-1.0,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(e|æ|ͽ|ɑ|i|ȣ|o|ȣ̈)(r|rk|jr|ɣr|lm)(i|e|ͽ)(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
szerzet,https://hu.wiktionary.org/wiki/szerzet#Magyar,https://en.wiktionary.org/wiki/szerzet#Hungarian,sɛrzɛt,convent,0,-,n,1372,no_info,no_info,no_info,no_info,derivative,-,certain,"('convent', 'church')",0.658482143,0.721670508,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(æ|e|ͽ|ȣ̈|i|ɑ|o)(r|rk|jr|ɣr|lm)(t)(æ|e|ͽ|ȣ̈|i|ɑ|o)(tt|kt|tk|pt|j)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
szesz,https://hu.wiktionary.org/wiki/szesz#Magyar,https://en.wiktionary.org/wiki/szesz#Hungarian,sɛs,"hard_drink, hard_liquor, rum, spirit",0,-,n,1531,Turkic,Oghur,Chuvash,no_info,no_info,+,uncertain,"('spirit', 'spirit')",0.399671053,1.0,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(æ|e|ͽ|ȣ̈|i|ɑ|o)(ʃʲ|j|t͡ʃʲ|s|kʃʲ)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
szid,https://hu.wiktionary.org/wiki/szid#Magyar,https://en.wiktionary.org/wiki/szid#Hungarian,sid,"chide, chid, chidden, cuss, lash, scold, swear_at, zonk_it_sy",0,-,v,1300,unknown,unknown,unknown,unknown,unknown,+,certain,"('scold', 'scold')",0.166666667,1.0,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(ɑ|ȣ|i|e|ͽ|o)(nt|mt)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
sziget,https://hu.wiktionary.org/wiki/sziget#Magyar,https://en.wiktionary.org/wiki/sziget#Hungarian,siɡɛt,"island, isle",0,-,n,1055,no_info,no_info,no_info,no_info,derivative,-,certain,"('island', 'island')",0.387978142,0.99999994,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(ɑ|ȣ|i|e|ͽ|o)(ŋ|ŋk)(æ|e|ͽ|ȣ̈|i|ɑ|o)(tt|kt|tk|pt|j)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
szigony,https://hu.wiktionary.org/wiki/szigony#Magyar,https://en.wiktionary.org/wiki/szigony#Hungarian,siɡoɲ,"fish-fork, gaff, harpoon, spear, striker",0,-,n,1533,unknown,unknown,unknown,unknown,unknown,+,certain,"('spear', 'spear')",0.25304878,1.0,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(ɑ|ȣ|i|e|ͽ|o)(ŋ|ŋk)(u|ͽ|ɑ|o|ȣ|i|e)(nʲ|n|k)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
szíj,https://hu.wiktionary.org/wiki/szíj#Magyar,https://en.wiktionary.org/wiki/szíj#Hungarian,siːj,"belt, chafing-mat, strap, thong",0,-,n,1270,U,no_info,no_info,no_info,no_info,-,uncertain,"('belt', 'belt')",0.298013245,1.0,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(ɑ|o|e|i|ȣ̈|ɤ|ͽ)(j|w|l|ŋ|ks|k|ŋs|ðʲ)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
szik,https://hu.wiktionary.org/wiki/szik#Magyar,https://en.wiktionary.org/wiki/szik#Hungarian,sik,on,0,-,v,1055,no_info,no_info,no_info,no_info,derivative,-,uncertain,"('on', 'before')",0.095121951,0.906691492,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(ɑ|ȣ|i|e|ͽ|o)(kk|wkk|k|tt)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
szikkad,https://hu.wiktionary.org/wiki/szikkad#Magyar,https://en.wiktionary.org/wiki/szikkad#Hungarian,sikːɒd,parched,0,-,n,1527,no_info,no_info,no_info,no_info,no_info,-,certain,"('parched', 'pasture')",0.358333333,0.6537024379999999,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(ɑ|ȣ|i|e|ͽ|o)(kk)(ɑ|ͽ|u|o|ȣ|e|æ)(nt|mt)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
szikla,https://hu.wiktionary.org/wiki/szikla#Magyar,https://en.wiktionary.org/wiki/szikla#Hungarian,siklɒ,"cliff, crag, rock",0,-,n,1490,no_info,no_info,no_info,no_info,no_info,-,certain,"('cliff', 'cliff')",0.16576087,1.0,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(ɑ|ȣ|i|e|ͽ|o)(kk|wkk)(l|ð|lk|lɣ|wð|r|wl)(ͽ|e|ɑ|u)(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
szikra,https://hu.wiktionary.org/wiki/szikra#Magyar,https://en.wiktionary.org/wiki/szikra#Hungarian,sikrɒ,"flake, scintilla, spark, sparkle",0,-,n,1395,no_info,no_info,no_info,no_info,no_info,-,certain,"('sparkle', 'shine')",0.101821192,0.744840443,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(ɑ|ȣ|i|e|ͽ|o)(kk|wkk)(r|rk|jr|ɣr|lm)(ͽ|e|ɑ|u)(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
szil,https://hu.wiktionary.org/wiki/szil#Magyar,https://en.wiktionary.org/wiki/szil#Hungarian,sil,elm,0,-,n,1055,FU,no_info,no_info,no_info,no_info,-,certain,"('elm', 'vine')",0.194087404,0.607357502,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(ɑ|ȣ|i|e|ͽ|o)(l|ð|lk|w|lw|m)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
szilaj,https://hu.wiktionary.org/wiki/szilaj#Magyar,https://en.wiktionary.org/wiki/szilaj#Hungarian,silɒj,"boisterous, robustic, robustious, savage, tempestuous, turbulent, vehement",0,-,a,1585,no_info,no_info,no_info,no_info,no_info,-,certain,"('boisterous', 'crowd')",0.289383562,0.776179492,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(ɑ|ȣ|i|e|ͽ|o)(l|ð|lk|lɣ|wð|r|wl)(ɑ|ͽ|u|o|ȣ|e|æ)(j|w|l|ŋ|ks|k|ŋs|ðʲ)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
szilva,https://hu.wiktionary.org/wiki/szilva#Magyar,https://en.wiktionary.org/wiki/szilva#Hungarian,silvɒ,plum,0,-,n,1334,no_info,no_info,no_info,no_info,no_info,-,certain,"('plum', 'ripe')",0.094512195,0.7256159190000001,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(ɑ|ȣ|i|e|ͽ|o)(l|ð|lk|lɣ|wð|r|wl)(p|j|wk|w|k|ŋ)(ͽ|e|ɑ|u)(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
szilva,https://hu.wiktionary.org/wiki/szilva#Magyar,https://en.wiktionary.org/wiki/szilva#Hungarian,silvɒ,plum,0,-,n,1334,no_info,no_info,no_info,no_info,no_info,-,certain,"('plum', 'ripe')",0.094512195,0.7256159190000001,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(ɑ|ȣ|i|e|ͽ|o)(l|ð|lk|lɣ|wð|r|wl)(p|j|wk|w|k|ŋ)(ͽ|e|ɑ|u)(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
szimbólum,https://hu.wiktionary.org/wiki/szimbólum#Magyar,https://en.wiktionary.org/wiki/szimbólum#Hungarian,simboːlum,symbol,0,-,n,1518,IE,Romance,Latin,no_info,general,+,certain,"('symbol', 'true')",0.228571429,0.698496282,b not old
szín,https://hu.wiktionary.org/wiki/szín#Magyar,https://en.wiktionary.org/wiki/szín#Hungarian,siːn,edifice,1,-,n,1456,IE,Slavic,no_info,Eastern ,no_info,+,uncertain,"('edifice', 'brick')",0.664473684,0.727663517,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(ɑ|o|e|i|ȣ̈|ɤ|ͽ)(n|j|ln|wn)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
szín,https://hu.wiktionary.org/wiki/szín#Magyar,https://en.wiktionary.org/wiki/szín#Hungarian,siːn,"colour, color, tint",2,-,n,1200,unknown,unknown,unknown,unknown,unknown,+,certain,"('colour', 'colour')",0.595541401,1.0,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(ɑ|o|e|i|ȣ̈|ɤ|ͽ)(n|j|ln|wn)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
szinte,https://hu.wiktionary.org/wiki/szinte#Magyar,https://en.wiktionary.org/wiki/szinte#Hungarian,sintɛ,"as_good_as, next_door_to",0,-,r,1495,no_info,no_info,no_info,no_info,fossilised suffixed form,-,certain,(),0.0,-1.0,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(ɑ|ȣ|i|e|ͽ|o)(n)(j|tt|kt)(ͽ|ȣ̈|e|ɑ|æ)(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
szintén,https://hu.wiktionary.org/wiki/szintén#Magyar,https://en.wiktionary.org/wiki/szintén#Hungarian,sinteːn,"also, eke, likewise, too",0,-,r,1456,no_info,no_info,no_info,no_info,fossilised suffixed form,-,certain,"('too', 'always')",0.288461538,0.921939492,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(ɑ|ȣ|i|e|ͽ|o)(n)(j|tt|kt)(e|æ|ͽ|ɑ|i|ȣ|o|ȣ̈)(n|j|ln|wn)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
szipoly,https://hu.wiktionary.org/wiki/szipoly#Magyar,https://en.wiktionary.org/wiki/szipoly#Hungarian,sipoj,sepoy,0,-,n,1590,no_info,no_info,no_info,no_info,derivative,-,certain,"('sepoy', 'chieftain')",0.34448118,0.513743222,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(ɑ|ȣ|i|e|ͽ|o)(pp)(u|ͽ|ɑ|o|ȣ|i|e)(j|w|l|ŋ|ks|k|ŋs|ðʲ)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
szirony,https://hu.wiktionary.org/wiki/szirony#Magyar,https://en.wiktionary.org/wiki/szirony#Hungarian,siroɲ,"petal, colorful_leather_ribbon, ribbon, band, leather, colorful",1,-,n,1405,no_info,no_info,no_info,no_info,contempted origin,+,certain,"('leather', 'leather')",0.135278515,1.0,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(ɑ|ȣ|i|e|ͽ|o)(r|rk|jr|ɣr|lm)(u|ͽ|ɑ|o|ȣ|i|e)(nʲ|n|k)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
szirt,https://hu.wiktionary.org/wiki/szirt#Magyar,https://en.wiktionary.org/wiki/szirt#Hungarian,sirt,"cliff, ledge, rock",0,-,n,1405,Turkic,Oghur,Chuvash,no_info,no_info,+,certain,"('cliff', 'cliff')",0.16576087,1.0,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(ɑ|ȣ|i|e|ͽ|o)(r|rk|jr|ɣr|lm)(tt|kt|tk|pt|j)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
szirup,https://hu.wiktionary.org/wiki/szirup#Magyar,https://en.wiktionary.org/wiki/szirup#Hungarian,sirup,"syrup, treacle",0,-,n,1550,no_info,no_info,no_info,no_info,internationalism, Wanderwort,"+,","('syrup', 'sugar')",0.79375,0.8548987509999999,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(ɑ|ȣ|i|e|ͽ|o)(r|rk|jr|ɣr|lm)(u|ͽ)(pp)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
sziszeg,https://hu.wiktionary.org/wiki/sziszeg#Magyar,https://en.wiktionary.org/wiki/sziszeg#Hungarian,sisɛɡ,hiss,0,-,v,1552,no_info,no_info,no_info,no_info,no_info,-,certain,"('hiss', 'sock')",0.68442623,0.433527201,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(ɑ|ȣ|i|e|ͽ|o)(s|ʃʲ|t͡ʃʲ)(æ|e|ͽ|ȣ̈|i|ɑ|o)(ŋ|ŋk)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
szít,https://hu.wiktionary.org/wiki/szít#Magyar,https://en.wiktionary.org/wiki/szít#Hungarian,siːt,"fester, foment, instigate",0,-,v,1405,no_info,no_info,no_info,no_info,derivative,-,uncertain,"('fester', 'quarrel')",0.184322034,0.586851239,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(ɑ|o|e|i|ȣ̈|ɤ|ͽ)(tt|kt|tk|pt|j)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
szita,https://hu.wiktionary.org/wiki/szita#Magyar,https://en.wiktionary.org/wiki/szita#Hungarian,sitɒ,"jig, sieve, strainer",0,-,n,1405,no_info,no_info,no_info,no_info,no_info,-,certain,"('sieve', 'sieve')",0.16930022600000005,1.0,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(ɑ|ȣ|i|e|ͽ|o)(j|tt|kt)(ͽ|e|ɑ|u)(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
szitkozódik,https://hu.wiktionary.org/wiki/szitkozódik#Magyar,https://en.wiktionary.org/wiki/szitkozódik#Hungarian,sitkozoːdik,"belch_forth_blasphemies, belch_out_blasphemies, bitch, blaspheme, cuss, eff_and_blind, rail, revile, swear, sware, sworn, swear, swore, sworn",0,-,v,1474,no_info,no_info,no_info,no_info,derivative,-,certain,"('swear', 'swear')",0.235915493,1.0,^(s|j|θ|ʃ|w|m)?(ʃʲ|s|t͡ʃʲ)(ɑ|ȣ|i|e|ͽ|o)(j|tt|kt)(kk|wkk)(u|ͽ|ɑ|o|ȣ|i|e)(t)(o|u)(nt|w|j)(ɑ|ȣ|i|e|ͽ|o)(kk|wkk|k|tt)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
