L2_orth,L2_latin,L2_en,L2_link,L2_ipa,L2_occurences,L2_certainty,L2_reconstructedness,L2_pos,hm1_strT_vhT_onlyF,hm20_strT_vhT_onlyF
𐌿𐍆𐌷𐌰𐌱𐌰𐌽,ufhaban,"hold_up, raise_up",https://koeblergerhard.de/wikiling/?f=got&page=241,uɸhaβ,1,certain,form,"V., v",ͽwɣͽwͽ,"ͽwɣͽwͽ, ͽwɣͽwe, ͽwɣɑwͽ, ͽwɣɑwe, ͽwkͽwͽ, ͽwkͽwe, ͽwkɑwͽ, ͽwkɑwe, ȣwɣͽwͽ, ȣwɣͽwe, ȣwɣɑwͽ, ȣwɣɑwe, ȣwkͽwͽ, ȣwkͽwe, ȣwkɑwͽ, ȣwkɑwe, uwɣͽwͽ, uwɣͽwe, uwɣɑwͽ, uwɣɑwe, uwkͽwͽ, uwkͽwe, uwkɑwͽ, uwkɑwe"
𐌿𐍆𐌷𐌰𐌿𐍃e𐌹𐌽𐍃,ufhauseins,"submission, obedience, heed",https://koeblergerhard.de/wikiling/?f=got&page=241,uɸhɔsins,6,certain,not_reconstructed,"F., n",ͽwɣͽsͽnͽ,"ͽwɣͽsͽnͽ, ͽwɣͽsͽne, ͽwɣͽsɑnͽ, ͽwɣͽsɑne, ͽwɣȣsͽnͽ, ͽwɣȣsͽne, ͽwɣȣsɑnͽ, ͽwɣȣsɑne, ͽwkͽsͽnͽ, ͽwkͽsͽne, ͽwkͽsɑnͽ, ͽwkͽsɑne, ͽwkȣsͽnͽ, ͽwkȣsͽne, ͽwkȣsɑnͽ, ͽwkȣsɑne, ȣwɣͽsͽnͽ, ȣwɣͽsͽne, ȣwɣͽsɑnͽ, ȣwɣͽsɑne, ȣwɣȣsͽnͽ, ȣwɣȣsͽne, ȣwɣȣsɑnͽ, ȣwɣȣsɑne, ȣwkͽsͽnͽ, ȣwkͽsͽne, ȣwkͽsɑnͽ, ȣwkͽsɑne, ȣwkȣsͽnͽ, ȣwkȣsͽne, ȣwkȣsɑnͽ, ȣwkȣsɑne"
𐌿𐍆𐌷𐌰𐌿𐍃𐌾𐌰𐌽,ufhausjan,"obey, heed, listen_to_submissively",https://koeblergerhard.de/wikiling/?f=got&page=241,uɸhɔsj,29,certain,not_reconstructed,"V., v",wͽwɣͽsjͽ,"wͽwɣͽsjͽ, wͽwɣͽsje, wͽwɣȣsjͽ, wͽwɣȣsje, wͽwkͽsjͽ, wͽwkͽsje, wͽwkȣsjͽ, wͽwkȣsje, wȣwɣͽsjͽ, wȣwɣͽsje, wȣwɣȣsjͽ, wȣwɣȣsje, wȣwkͽsjͽ, wȣwkͽsje, wȣwkȣsjͽ, wȣwkȣsje, jͽwɣͽsjͽ, jͽwɣͽsje, jͽwɣȣsjͽ, jͽwɣȣsje, jͽwkͽsjͽ, jͽwkͽsje, jͽwkȣsjͽ, jͽwkȣsje, jȣwɣͽsjͽ, jȣwɣͽsje, jȣwɣȣsjͽ, jȣwɣȣsje, jȣwkͽsjͽ, jȣwkͽsje, jȣwkȣsjͽ, jȣwkȣsje"
𐌿𐍆𐌷𐌻𐍉𐌷𐌾𐌰𐌽,ufhlōhjan,"cause_to_laugh, give_cause_for_rejoicing",https://koeblergerhard.de/wikiling/?f=got&page=241,uɸhlohj,1,certain,form,"V., v",wͽɣlͽɣjͽ,"wͽɣlͽɣjͽ, wͽɣlȣɣjͽ, wͽklͽkjͽ, wͽklȣkjͽ, weɣlͽɣje, weɣlȣɣje, weklͽkje, weklȣkje, jͽɣlͽɣjͽ, jͽɣlȣɣjͽ, jͽklͽkjͽ, jͽklȣkjͽ, jeɣlͽɣje, jeɣlȣɣje, jeklͽkje, jeklȣkje, kͽɣlͽɣjͽ, kͽɣlȣɣjͽ, kͽklͽkjͽ, kͽklȣkjͽ, keɣlͽɣje, keɣlȣɣje, keklͽkje, keklȣkje"
𐌿𐍆𐌷𐌽𐌰𐌹𐍅e𐌹𐌽𐍃,ufhnaiweins,"submission, subordination",https://koeblergerhard.de/wikiling/?f=got&page=241,uɸhnɛwins,1,certain,form,"F., n",ͽwɣͽwͽnͽ,"ͽwɣͽwͽnͽ, ͽwɣͽwȣ̈nͽ, ͽwɣȣ̈wͽnͽ, ͽwɣȣ̈wȣ̈nͽ, ͽwkͽwͽnͽ, ͽwkͽwȣ̈nͽ, ͽwkȣ̈wͽnͽ, ͽwkȣ̈wȣ̈nͽ, ewɣͽwͽne, ewɣͽwȣ̈ne, ewɣȣ̈wͽne, ewɣȣ̈wȣ̈ne, ewkͽwͽne, ewkͽwȣ̈ne, ewkȣ̈wͽne, ewkȣ̈wȣ̈ne, æwɣͽwͽnæ, æwɣͽwȣ̈næ, æwɣȣ̈wͽnæ, æwɣȣ̈wȣ̈næ, æwkͽwͽnæ, æwkͽwȣ̈næ, æwkȣ̈wͽnæ, æwkȣ̈wȣ̈næ"
𐌿𐍆𐌷𐌽𐌰𐌹𐍅𐌾𐌰𐌽,ufhnaiwjan,"subject, subjugate",https://koeblergerhard.de/wikiling/?f=got&page=241,uɸhnɛwj,6,certain,not_reconstructed,"V., v",wͽɣnͽwjͽ,"wͽɣnͽwjͽ, wͽɣnȣ̈wjͽ, wͽknͽwjͽ, wͽknȣ̈wjͽ, weɣnͽwje, weɣnȣ̈wje, weknͽwje, weknȣ̈wje, jͽɣnͽwjͽ, jͽɣnȣ̈wjͽ, jͽknͽwjͽ, jͽknȣ̈wjͽ, jeɣnͽwje, jeɣnȣ̈wje, jeknͽwje, jeknȣ̈wje, kͽɣnͽwjͽ, kͽɣnȣ̈wjͽ, kͽknͽwjͽ, kͽknȣ̈wjͽ, keɣnͽwje, keɣnȣ̈wje, keknͽwje, keknȣ̈wje"
𐌿𐍆𐌷𐍂𐍉𐍀𐌾𐌰𐌽,ufhrōpjan,"cry_forth, cry_out, shout_out",https://koeblergerhard.de/wikiling/?f=got&page=241,uɸhropj,6,certain,form,"V., v",wͽɣrͽpjͽ,"wͽɣrͽpjͽ, wͽɣrȣpjͽ, wͽkrͽpjͽ, wͽkrȣpjͽ, weɣrͽpje, weɣrȣpje, wekrͽpje, wekrȣpje, jͽɣrͽpjͽ, jͽɣrȣpjͽ, jͽkrͽpjͽ, jͽkrȣpjͽ, jeɣrͽpje, jeɣrȣpje, jekrͽpje, jekrȣpje, kͽɣrͽpjͽ, kͽɣrȣpjͽ, kͽkrͽpjͽ, kͽkrȣpjͽ, keɣrͽpje, keɣrȣpje, kekrͽpje, kekrȣpje"
𐌿𐍆𐌾𐍉,ufjō,"superfluity, excess",https://koeblergerhard.de/wikiling/?f=got&page=241,uɸjo,1,certain,not_reconstructed,"F., n",ͽwjͽ,"ͽwjͽ, ͽwjȣ, ͽwjo, ȣwjͽ, ȣwjȣ, ȣwjo, uwjͽ, uwjȣ, uwjo"
𐌿𐍆𐌺𐌿𐌽𐌽𐌰𐌽,ufkunnan,"get_to_know, come_to_know, determine, find_out, realize, perceive, recognize, ex>>>",https://koeblergerhard.de/wikiling/?f=got&page=241,uɸkunn,48,certain,not_reconstructed,"V., v",wͽwkͽnnͽ,"wͽwkͽnnͽ, wͽwkͽnne, wͽwkͽnnɑ, wȣwkȣnnͽ, wȣwkȣnne, wȣwkȣnnɑ, wuwkunnͽ, wuwkunne, wuwkunnɑ, jͽwkͽnnͽ, jͽwkͽnne, jͽwkͽnnɑ, jȣwkȣnnͽ, jȣwkȣnne, jȣwkȣnnɑ, juwkunnͽ, juwkunne, juwkunnɑ, kͽwkͽnnͽ, kͽwkͽnne, kͽwkͽnnɑ, kȣwkȣnnͽ, kȣwkȣnne, kȣwkȣnnɑ, kuwkunnͽ, kuwkunne, kuwkunnɑ"
𐌿𐍆𐌺𐌿𐌽𐌸𐌹,ufkunþi,"knowledge, accurate_understanding, recognition",https://koeblergerhard.de/wikiling/?f=got&page=241,uɸkunθɪ,8,certain,form,"N., n",wͽwkͽnt͡ʃͽ,"wͽwkͽnt͡ʃͽ, wͽwkͽnt͡ʃɑ, wͽwkͽnsͽ, wͽwkͽnsɑ, wȣwkȣnt͡ʃͽ, wȣwkȣnt͡ʃɑ, wȣwkȣnsͽ, wȣwkȣnsɑ, jͽwkͽnt͡ʃͽ, jͽwkͽnt͡ʃɑ, jͽwkͽnsͽ, jͽwkͽnsɑ, jȣwkȣnt͡ʃͽ, jȣwkȣnt͡ʃɑ, jȣwkȣnsͽ, jȣwkȣnsɑ, kͽwkͽnt͡ʃͽ, kͽwkͽnt͡ʃɑ, kͽwkͽnsͽ, kͽwkͽnsɑ, kȣwkȣnt͡ʃͽ, kȣwkȣnt͡ʃɑ, kȣwkȣnsͽ, kȣwkȣnsɑ"
𐌿𐍆𐌻𐌹𐌲𐌰𐌽,ufligan,"decline, drop, sink, fail, be_faint",https://koeblergerhard.de/wikiling/?f=got&page=241,uɸlɪɣ,2,certain,form,"V., v",ͽwlͽɣͽ,"ͽwlͽɣͽ, ͽwlͽɣe, ͽwlͽɣɑ, ͽwlɑɣͽ, ͽwlɑɣe, ͽwlɑɣɑ, ͽwluɣͽ, ͽwluɣe, ͽwluɣɑ, ȣwlͽɣͽ, ȣwlͽɣe, ȣwlͽɣɑ, ȣwlɑɣͽ, ȣwlɑɣe, ȣwlɑɣɑ, ȣwluɣͽ, ȣwluɣe, ȣwluɣɑ, uwlͽɣͽ, uwlͽɣe, uwlͽɣɑ, uwlɑɣͽ, uwlɑɣe, uwlɑɣɑ, uwluɣͽ, uwluɣe, uwluɣɑ"
𐌿𐍆𐌼𐌴𐌻𐌾𐌰𐌽,ufmēljan,"sign, write_underneath",https://koeblergerhard.de/wikiling/?f=got&page=241,uɸmelj,5,certain,form,"V., v",wͽwmͽljͽ,"wͽwmͽljͽ, wͽwmͽlje, wͽwmɑljͽ, wͽwmɑlje, wȣwmͽljͽ, wȣwmͽlje, wȣwmɑljͽ, wȣwmɑlje, jͽwmͽljͽ, jͽwmͽlje, jͽwmɑljͽ, jͽwmɑlje, jȣwmͽljͽ, jȣwmͽlje, jȣwmɑljͽ, jȣwmɑlje, kͽwmͽljͽ, kͽwmͽlje, kͽwmɑljͽ, kͽwmɑlje, kȣwmͽljͽ, kȣwmͽlje, kȣwmɑljͽ, kȣwmɑlje"
𐌿𐍆𐍂𐌰𐌺𐌾𐌰𐌽,ufrakjan,"stretch_out, extend, reach_out",https://koeblergerhard.de/wikiling/?f=got&page=241,uɸrakj,8,certain,form,"V., v",wͽwrͽkjͽ,"wͽwrͽkjͽ, wͽwrͽkje, wͽwrɑkjͽ, wͽwrɑkje, wȣwrͽkjͽ, wȣwrͽkje, wȣwrɑkjͽ, wȣwrɑkje, jͽwrͽkjͽ, jͽwrͽkje, jͽwrɑkjͽ, jͽwrɑkje, jȣwrͽkjͽ, jȣwrͽkje, jȣwrɑkjͽ, jȣwrɑkje, kͽwrͽkjͽ, kͽwrͽkje, kͽwrɑkjͽ, kͽwrɑkje, kȣwrͽkjͽ, kȣwrͽkje, kȣwrɑkjͽ, kȣwrɑkje"
𐌿𐍆𐍃𐌰𐌲𐌲𐌵𐌾𐌰𐌽,ufsaggqjan,"make_sink_down, cause_to_submerge, engulf",https://koeblergerhard.de/wikiling/?f=got&page=241,uɸsaŋɡkʷj,21,certain,form,"V., v",wͽwsͽɣkͽ,"wͽwsͽɣkͽ, wͽwsͽɣwͽ, wͽwsͽkkͽ, wͽwsͽkwͽ, wͽwsɑɣkͽ, wͽwsɑɣwͽ, wͽwsɑkkͽ, wͽwsɑkwͽ, wȣwsͽɣkͽ, wȣwsͽɣwͽ, wȣwsͽkkͽ, wȣwsͽkwͽ, wȣwsɑɣkͽ, wȣwsɑɣwͽ, wȣwsɑkkͽ, wȣwsɑkwͽ, jͽwsͽɣkͽ, jͽwsͽɣwͽ, jͽwsͽkkͽ, jͽwsͽkwͽ, jͽwsɑɣkͽ, jͽwsɑɣwͽ, jͽwsɑkkͽ, jͽwsɑkwͽ, jȣwsͽɣkͽ, jȣwsͽɣwͽ, jȣwsͽkkͽ, jȣwsͽkwͽ, jȣwsɑɣkͽ, jȣwsɑɣwͽ, jȣwsɑkkͽ, jȣwsɑkwͽ"
𐌿𐍆𐍃𐌰𐌲𐌵𐌾𐌰𐌽,ufsagqjan,"make_sink_down, cause_to_submerge, engulf",https://koeblergerhard.de/wikiling/?f=got&page=241,uɸsaŋkʷj,0,certain,not_reconstructed,"V., v",wͽwsͽŋkͽ,"wͽwsͽŋkͽ, wͽwsͽŋke, wͽwsͽŋwͽ, wͽwsͽŋwe, wͽwsɑŋkͽ, wͽwsɑŋke, wͽwsɑŋwͽ, wͽwsɑŋwe, wȣwsͽŋkͽ, wȣwsͽŋke, wȣwsͽŋwͽ, wȣwsͽŋwe, wȣwsɑŋkͽ, wȣwsɑŋke, wȣwsɑŋwͽ, wȣwsɑŋwe, jͽwsͽŋkͽ, jͽwsͽŋke, jͽwsͽŋwͽ, jͽwsͽŋwe, jͽwsɑŋkͽ, jͽwsɑŋke, jͽwsɑŋwͽ, jͽwsɑŋwe, jȣwsͽŋkͽ, jȣwsͽŋke, jȣwsͽŋwͽ, jȣwsͽŋwe, jȣwsɑŋkͽ, jȣwsɑŋke, jȣwsɑŋwͽ, jȣwsɑŋwe"
𐌿𐍆𐍃𐌻𐌹𐌿𐍀𐌰𐌽,ufsliupan,"slip_by, slide_past, slip_on_past, shrink_back",https://koeblergerhard.de/wikiling/?f=got&page=241,uɸslɪup,32,certain,form,"V., v",ͽwsͽlͽwͽ,"ͽwsͽlͽwͽ, ͽwsͽlͽjͽ, ͽwsͽlɑwͽ, ͽwsͽlɑjͽ, ͽwselͽwe, ͽwselͽje, ͽwselɑwe, ͽwselɑje, ȣwsͽlͽwͽ, ȣwsͽlͽjͽ, ȣwsͽlɑwͽ, ȣwsͽlɑjͽ, ȣwselͽwe, ȣwselͽje, ȣwselɑwe, ȣwselɑje, uwsͽlͽwͽ, uwsͽlͽjͽ, uwsͽlɑwͽ, uwsͽlɑjͽ, uwselͽwe, uwselͽje, uwselɑwe, uwselɑje"
𐌿𐍆𐍃𐌽e𐌹𐌸𐌰𐌽,ufsneiþan,"cut_to_death, slaughter, kill, butcher",https://koeblergerhard.de/wikiling/?f=got&page=241,uɸsniθ,5,certain,form,"V., v",ͽwsͽnͽt͡ʃͽ,"ͽwsͽnͽt͡ʃͽ, ͽwsͽnͽsͽ, ͽwsͽnɑt͡ʃͽ, ͽwsͽnɑsͽ, ͽwsenͽt͡ʃe, ͽwsenͽse, ͽwsenɑt͡ʃe, ͽwsenɑse, ȣwsͽnͽt͡ʃͽ, ȣwsͽnͽsͽ, ȣwsͽnɑt͡ʃͽ, ȣwsͽnɑsͽ, ȣwsenͽt͡ʃe, ȣwsenͽse, ȣwsenɑt͡ʃe, ȣwsenɑse, uwsͽnͽt͡ʃͽ, uwsͽnͽsͽ, uwsͽnɑt͡ʃͽ, uwsͽnɑsͽ, uwsenͽt͡ʃe, uwsenͽse, uwsenɑt͡ʃe, uwsenɑse"
𐌿𐍆𐍃𐍄𐍂𐌰𐌿𐌾𐌰𐌽,ufstraujan,"strew_down, scatter_down, spread_beneath",https://koeblergerhard.de/wikiling/?f=got&page=241,uɸstrɔj,1,certain,form,"V., v",wͽwsͽtrͽ,"wͽwsͽtrͽ, wͽwsͽtrȣ, wͽwsetrͽ, wͽwsetrȣ, wȣwsͽtrͽ, wȣwsͽtrȣ, wȣwsetrͽ, wȣwsetrȣ, jͽwsͽtrͽ, jͽwsͽtrȣ, jͽwsetrͽ, jͽwsetrȣ, jȣwsͽtrͽ, jȣwsͽtrȣ, jȣwsetrͽ, jȣwsetrȣ, kͽwsͽtrͽ, kͽwsͽtrȣ, kͽwsetrͽ, kͽwsetrȣ, kȣwsͽtrͽ, kȣwsͽtrȣ, kȣwsetrͽ, kȣwsetrȣ"
𐌿𐍆𐍃𐍅𐌰𐌻𐌻e𐌹𐌽𐍃,ufswalleins,"swelling_up, swollenness, bloatedness, vanity, being_puffed_up",https://koeblergerhard.de/wikiling/?f=got&page=241,uɸswallins,1,certain,form,"F., n",wͽllͽnsͽ,"wͽllͽnsͽ, wͽllͽnse, wͽllͽnsɑ, wͽllȣ̈nsͽ, wͽllȣ̈nse, wͽllȣ̈nsɑ, wͽllinsͽ, wͽllinse, wͽllinsɑ, wȣ̈llͽnsͽ, wȣ̈llͽnse, wȣ̈llͽnsɑ, wȣ̈llȣ̈nsͽ, wȣ̈llȣ̈nse, wȣ̈llȣ̈nsɑ, wȣ̈llinsͽ, wȣ̈llinse, wȣ̈llinsɑ, wɑllͽnsͽ, wɑllͽnse, wɑllͽnsɑ, wɑllȣ̈nsͽ, wɑllȣ̈nse, wɑllȣ̈nsɑ, wɑllinsͽ, wɑllinse, wɑllinsɑ"
𐌿𐍆𐍃𐍅𐌰𐌻𐌻𐌾𐌰𐌽,ufswalljan,"swell_up, bloat_up",https://koeblergerhard.de/wikiling/?f=got&page=242,uɸswall̥j,0,uncertain,word,"V., v",wͽswͽllͽ,"wͽswͽllͽ, wͽswȣ̈llͽ, wͽswɑllͽ, weswͽlle, weswȣ̈lle, weswɑlle, wɑswͽllɑ, wɑswȣ̈llɑ, wɑswɑllɑ, jͽswͽllͽ, jͽswȣ̈llͽ, jͽswɑllͽ, jeswͽlle, jeswȣ̈lle, jeswɑlle, jɑswͽllɑ, jɑswȣ̈llɑ, jɑswɑllɑ, kͽswͽllͽ, kͽswȣ̈llͽ, kͽswɑllͽ, keswͽlle, keswȣ̈lle, keswɑlle, kɑswͽllɑ, kɑswȣ̈llɑ, kɑswɑllɑ"
𐌿𐍆𐍃𐍅𐍉𐌲𐌾𐌰𐌽,ufswōgjan,"sigh_deeply, heave_a_deep_sigh",https://koeblergerhard.de/wikiling/?f=got&page=242,uɸswoɣj,1,certain,form,"V., v",wͽswͽɣjͽ,"wͽswͽɣjͽ, wͽswȣɣjͽ, wͽswoɣjͽ, weswͽɣje, weswȣɣje, weswoɣje, wɑswͽɣjɑ, wɑswȣɣjɑ, wɑswoɣjɑ, jͽswͽɣjͽ, jͽswȣɣjͽ, jͽswoɣjͽ, jeswͽɣje, jeswȣɣje, jeswoɣje, jɑswͽɣjɑ, jɑswȣɣjɑ, jɑswoɣjɑ, kͽswͽɣjͽ, kͽswȣɣjͽ, kͽswoɣjͽ, keswͽɣje, keswȣɣje, keswoɣje, kɑswͽɣjɑ, kɑswȣɣjɑ, kɑswoɣjɑ"
𐌿𐍆𐍄𐌰,ufta,"often, frequently",https://koeblergerhard.de/wikiling/?f=got&page=242,uɸta,15,certain,not_reconstructed,"Adv., r",ͽwtͽ,"ͽwtͽ, ͽwtɑ, ͽwtu, ͽwto, ͽwtȣ, ͽwtɤ,, ȣwtͽ, ȣwtɑ, ȣwtu, ȣwto, ȣwtȣ, ȣwtɤ,, uwtͽ, uwtɑ, uwtu, uwto, uwtȣ, uwtɤ,"
𐌿𐍆𐍄𐍉,uftō,"very_possibly, quite_likely, indeed",https://koeblergerhard.de/wikiling/?f=got&page=242,uɸto,1,certain,not_reconstructed,"Adv., r",ͽwtͽ,"ͽwtͽ, ͽwtȣ, ͽwto, ȣwtͽ, ȣwtȣ, ȣwto, uwtͽ, uwtȣ, uwto"
𐌿𐍆𐌸𐌰𐌽𐌾𐌰𐌽,ufþanjan,"stretch, extend, strain, strive_for",https://koeblergerhard.de/wikiling/?f=got&page=242,uɸθanj,2,certain,form,"V., v",wͽwt͡ʃͽnjͽ,"wͽwt͡ʃͽnjͽ, wͽwt͡ʃͽnje, wͽwt͡ʃɑnjͽ, wͽwt͡ʃɑnje, wͽwsͽnjͽ, wͽwsͽnje, wͽwsɑnjͽ, wͽwsɑnje, wȣwt͡ʃͽnjͽ, wȣwt͡ʃͽnje, wȣwt͡ʃɑnjͽ, wȣwt͡ʃɑnje, wȣwsͽnjͽ, wȣwsͽnje, wȣwsɑnjͽ, wȣwsɑnje, jͽwt͡ʃͽnjͽ, jͽwt͡ʃͽnje, jͽwt͡ʃɑnjͽ, jͽwt͡ʃɑnje, jͽwsͽnjͽ, jͽwsͽnje, jͽwsɑnjͽ, jͽwsɑnje, jȣwt͡ʃͽnjͽ, jȣwt͡ʃͽnje, jȣwt͡ʃɑnjͽ, jȣwt͡ʃɑnje, jȣwsͽnjͽ, jȣwsͽnje, jȣwsɑnjͽ, jȣwsɑnje"
𐌿𐍆𐍅𐌰𐌹𐍂𐌰,ufwaíra,married,https://koeblergerhard.de/wikiling/?f=got&page=242,uɸwɛra,1,certain,not_reconstructed,"Adj., F., an",ͽwwͽrͽ,"ͽwwͽrͽ, ͽwwͽrȣ̈, ͽwwͽrɑ, ͽwwȣ̈rͽ, ͽwwȣ̈rȣ̈, ͽwwȣ̈rɑ, ͽwwerͽ, ͽwwerȣ̈, ͽwwerɑ, ewwͽrͽ, ewwͽrȣ̈, ewwͽrɑ, ewwȣ̈rͽ, ewwȣ̈rȣ̈, ewwȣ̈rɑ, ewwerͽ, ewwerȣ̈, ewwerɑ, æwwͽrͽ, æwwͽrȣ̈, æwwͽrɑ, æwwȣ̈rͽ, æwwȣ̈rȣ̈, æwwȣ̈rɑ, æwwerͽ, æwwerȣ̈, æwwerɑ"
𐌿𐍆𐍅𐍉𐍀𐌾𐌰𐌽,ufwōpjan,"call_out, cry_out, cry_aloud, exclaim",https://koeblergerhard.de/wikiling/?f=got&page=242,uɸwopj,4,certain,form,"V., v",wͽwwͽpjͽ,"wͽwwͽpjͽ, wͽwwͽpje, wͽwwȣpjͽ, wͽwwȣpje, wȣwwͽpjͽ, wȣwwͽpje, wȣwwȣpjͽ, wȣwwȣpje, jͽwwͽpjͽ, jͽwwͽpje, jͽwwȣpjͽ, jͽwwȣpje, jȣwwͽpjͽ, jȣwwͽpje, jȣwwȣpjͽ, jȣwwȣpje, kͽwwͽpjͽ, kͽwwͽpje, kͽwwȣpjͽ, kͽwwȣpje, kȣwwͽpjͽ, kȣwwͽpje, kȣwwȣpjͽ, kȣwwȣpje"
𐌿𐌲𐌺𐌰𐍂,ugkar,of_us_both,https://koeblergerhard.de/wikiling/?f=got&page=242,uŋkar,0,uncertain,word,"Pron., r",ͽŋkͽrͽ,"ͽŋkͽrͽ, ͽŋkͽre, ͽŋkͽrɑ, ͽŋkɑrͽ, ͽŋkɑre, ͽŋkɑrɑ, ͽŋkurͽ, ͽŋkure, ͽŋkurɑ, ȣŋkͽrͽ, ȣŋkͽre, ȣŋkͽrɑ, ȣŋkɑrͽ, ȣŋkɑre, ȣŋkɑrɑ, ȣŋkurͽ, ȣŋkure, ȣŋkurɑ, uŋkͽrͽ, uŋkͽre, uŋkͽrɑ, uŋkɑrͽ, uŋkɑre, uŋkɑrɑ, uŋkurͽ, uŋkure, uŋkurɑ"
𐌿𐌲𐌺𐌾𐌰,ugkja,ounce,https://koeblergerhard.de/wikiling/?f=got&page=242,uŋkja,1,certain,form,"M., n",ͽŋkjͽ,"ͽŋkjͽ, ͽŋkjɑ, ͽŋkju, ͽŋkjo, ͽŋkjȣ, ͽŋkjɤ,, ȣŋkjͽ, ȣŋkjɑ, ȣŋkju, ȣŋkjo, ȣŋkjȣ, ȣŋkjɤ,, uŋkjͽ, uŋkjɑ, uŋkju, uŋkjo, uŋkjȣ, uŋkjɤ,"
𐌿𐌽𐌺𐌾𐌰,unkja,ounce,https://koeblergerhard.de/wikiling/?f=got&page=242,unkja,0,certain,form,"M., n",ͽnkjͽ,"ͽnkjͽ, ͽnkjɑ, ͽnkju, ͽnkjo, ͽnkjȣ, ͽnkjɤ,, ȣnkjͽ, ȣnkjɑ, ȣnkju, ȣnkjo, ȣnkjȣ, ȣnkjɤ,, unkjͽ, unkjɑ, unkju, unkjo, unkjȣ, unkjɤ,"
𐌿𐌷,uh,"and, also, too, likewise, thereupon, subsequently, consequently, so_then",https://koeblergerhard.de/wikiling/?f=got&page=242,uh,2,certain,not_reconstructed,"Partikel, r",ͽɣͽ,"ͽɣͽ, ͽɣe, ͽɣɑ, ͽkͽ, ͽke, ͽkɑ, ͽjͽ, ͽje, ͽjɑ, ȣɣͽ, ȣɣe, ȣɣɑ, ȣkͽ, ȣke, ȣkɑ, ȣjͽ, ȣje, ȣjɑ, uɣͽ, uɣe, uɣɑ, ukͽ, uke, ukɑ, ujͽ, uje, ujɑ"
𐌿𐌷𐍄e𐌹𐌲𐍉,ūhteigō,"at_an_opportune_time, seasonably, in_season",https://koeblergerhard.de/wikiling/?f=got&page=242,uhtiɣo,21,certain,form,"Adv., r",ͽɣtͽɣͽ,"ͽɣtͽɣͽ, ͽɣtͽɣȣ, ͽɣtɑɣͽ, ͽɣtɑɣȣ, ͽktͽɣͽ, ͽktͽɣȣ, ͽktɑɣͽ, ͽktɑɣȣ, ȣɣtͽɣͽ, ȣɣtͽɣȣ, ȣɣtɑɣͽ, ȣɣtɑɣȣ, ȣktͽɣͽ, ȣktͽɣȣ, ȣktɑɣͽ, ȣktɑɣȣ, uɣtͽɣͽ, uɣtͽɣȣ, uɣtɑɣͽ, uɣtɑɣȣ, uktͽɣͽ, uktͽɣȣ, uktɑɣͽ, uktɑɣȣ"
𐌿𐌷𐍄e𐌹𐌲𐍃,ūhteigs,"with_free_time, having_ample_time",https://koeblergerhard.de/wikiling/?f=got&page=242,uhtiɣs,1,certain,form,"Adj., a",wͽɣtͽɣsͽ,"wͽɣtͽɣsͽ, wͽɣtͽɣse, wͽɣtɑɣsͽ, wͽɣtɑɣse, wͽktͽɣsͽ, wͽktͽɣse, wͽktɑɣsͽ, wͽktɑɣse, wȣɣtͽɣsͽ, wȣɣtͽɣse, wȣɣtɑɣsͽ, wȣɣtɑɣse, wȣktͽɣsͽ, wȣktͽɣse, wȣktɑɣsͽ, wȣktɑɣse, jͽɣtͽɣsͽ, jͽɣtͽɣse, jͽɣtɑɣsͽ, jͽɣtɑɣse, jͽktͽɣsͽ, jͽktͽɣse, jͽktɑɣsͽ, jͽktɑɣse, jȣɣtͽɣsͽ, jȣɣtͽɣse, jȣɣtɑɣsͽ, jȣɣtɑɣse, jȣktͽɣsͽ, jȣktͽɣse, jȣktɑɣsͽ, jȣktɑɣse"
𐌿𐌷𐍄𐌹,ūhti,"time, custom, usage",https://koeblergerhard.de/wikiling/?f=got&page=242,uhtɪ,0,uncertain,word,"N., n",ͽɣtͽ,"ͽɣtͽ, ͽɣtɑ, ͽɣtu, ͽktͽ, ͽktɑ, ͽktu, ͽjtͽ, ͽjtɑ, ͽjtu, ȣɣtͽ, ȣɣtɑ, ȣɣtu, ȣktͽ, ȣktɑ, ȣktu, ȣjtͽ, ȣjtɑ, ȣjtu, uɣtͽ, uɣtɑ, uɣtu, uktͽ, uktɑ, uktu, ujtͽ, ujtɑ, ujtu"
𐌿𐌷𐍄𐌹𐌿𐌲𐍃,ūhtiugs,"timely, opportune, temporally_convenient",https://koeblergerhard.de/wikiling/?f=got&page=242,uhtɪuɣs,1,certain,form,"Adj., a",wͽɣtͽwɣͽ,"wͽɣtͽwɣͽ, wͽɣtͽwɣe, wͽɣtɑwɣͽ, wͽɣtɑwɣe, wͽktͽwɣͽ, wͽktͽwɣe, wͽktɑwɣͽ, wͽktɑwɣe, wȣɣtͽwɣͽ, wȣɣtͽwɣe, wȣɣtɑwɣͽ, wȣɣtɑwɣe, wȣktͽwɣͽ, wȣktͽwɣe, wȣktɑwɣͽ, wȣktɑwɣe, jͽɣtͽjɣͽ, jͽɣtͽjɣe, jͽɣtɑjɣͽ, jͽɣtɑjɣe, jͽktͽjɣͽ, jͽktͽjɣe, jͽktɑjɣͽ, jͽktɑjɣe, jȣɣtͽjɣͽ, jȣɣtͽjɣe, jȣɣtɑjɣͽ, jȣɣtɑjɣe, jȣktͽjɣͽ, jȣktͽjɣe, jȣktɑjɣͽ, jȣktɑjɣe"
