hun_lemma,hun_year,info,info_en,disambiguated,hun_suffix,en_human,hun_en,orig,hun_orig_en,orig_tag,hun_pos,hun_ipa,regexroot
andalog,1763,1763,1763,andalog,,andalog,andalog,1. Származékszavak ,1. Derivatives,,n,ɒndɒloɡ,nd not old/Gothic
bigámia,1763,1763,1763,bigámia,,['bigamy'],bigamy,1. Latin jövevényszavak általában ,1. Latin newcomers in general,,n,biɡaːmiɒ,iɒ# not old/Gothic
cincál,1763,1763,1763,cincál,,Cinco,Cinco,1. Származékszavak ,1. Derivatives,,v,t͡sint͡saːl,"#t͡s, nt͡s not old/Gothic"
coboly,1763,1763,1763,coboly,,sable,sable,D) VÁNDORSZÓK ,D) WANDERING WORDS,,n,t͡soboj,#t͡s not old/Gothic
cserkész,1763,1763,1763,cserkész,,['scout'],scout,1. Származékszavak ,1. Derivatives,,n,t͡ʃɛrkeːs,"#t͡ʃ, rk, s# not old/Gothic"
csík,1763,1763,1763,csík2,,"['band', 'ribbon', 'streak', 'stria, striae', 'strip', 'stripe', 'stripping', 'welt']","band, ribbon, streak, stria, striae, strip, stripe, stripping, welt",11. Jelentéselkülönüléssel keletkezett szavak ,11. Words formed by difference of meaning,,n,t͡ʃiːk,#t͡ʃ not old/Gothic
dörmög,1763,1763,1763,dörmög,,"['to grouse', 'to growl', 'to moan', 'to mumble', 'to murmur', 'to mutter']","grouse, growl, moan, mumble, murmur, mutter","1. Hangutánzó, hangfestő szavak ","1. Sound imitating, sound painting words",,r,dørmøɡ,#d not old/Gothic
genny,1763,1763,1763,genny,,"['crappy', 'matter', 'pus', 'shitty']","crappy, matter, pus, shitty",1. Származékszavak ,1. Derivatives,,n,ɡɛnɲ,"#ɡ, nɲ# not old/Gothic"
göcsörtös,1763,1763,1763,göcsörtös,,['pinny'],pinny,1. Származékszavak ,1. Derivatives,,n,ɡøt͡ʃørtøʃ,"#ɡ, t͡ʃ not old/Gothic"
matróz,1763,1763,1763,matróz,,"['boatman, boatmen', 'hand', 'lascar', 'matelot', 'ordinary seaman', 'sailor', 'seaman, seamen', 'tar']","boatman, boatmen, hand, lascar, matelot, ordinary_seaman, sailor, seaman, seamen, tar",1. Német jövevényszavak általában ,1. German newcomer words in general,,n,mɒtroːz,tr not old/Gothic
papagáj,1763,1763,1763,papagáj,,['parrot'],parrot,D) VÁNDORSZÓK ,D) WANDERING WORDS,,n,pɒpɒɡaːj,"#p, p not old/Gothic"
ring,1763,1763,1763,ring1,,"['to feather', 'to rock', 'to roll', 'ropes', 'to slew', 'to slue']","feather, rock, roll, ropes, slew, slue","1. Hangutánzó, hangfestő szavak ","1. Sound imitating, sound painting words",,v,rinɡ,"#r, nɡ# not old/Gothic"
silány,1763,1763,1763,silány,,"['chintzy', 'crap', 'crappy', 'crummy', 'dipshit', 'gimpy', 'makeshift', 'mean', 'naff', 'pitiable', 'raunchy', 'shitty', 'sleazo', 'sleazy', 'stinky', 'suck', 'tin-pot', 'utility', 'wretched']","chintzy, crap, crappy, crummy, dipshit, gimpy, makeshift, mean, naff, pitiable, raunchy, shitty, sleazo, sleazy, stinky, suck, tin-pot, utility, wretched",1. Származékszavak ,1. Derivatives,,a,ʃilaːɲ,"#ʃ, ɲ# not old/Gothic"
szentigaz,1763,1763,1763,szentigaz,,gospel truth,gospel_truth,13. Szóösszetétellel keletkezett szavak ,13. Words formed by word composition,,a,sɛntiɡɒz,nt not old/Gothic
tipli,1763,1763,1763,tipli,,dowel,dowel,2. Ausztriai német jövevényszav ,2. Austrian German newcomer word,,n,tipli,"pl, i# not old/Gothic"
csiricsáré,1764,1764 e.,before 1764 ,csiricsáré,,"['flash', 'flashy', 'gimcrack', 'gingerbread', 'showy', 'tacky', 'tawdry']","flash, flashy, gimcrack, gingerbread, showy, tacky, tawdry",F) VITATOTT EREDETŰ SZAVAK ,F) WORDS OF DISPUTED ORIGIN,,a,t͡ʃirit͡ʃaːreː,"#t͡ʃ, t͡ʃ not old/Gothic"
maszk,1764,1764 k.,ca. 1764 ,maszk,,['mask'],mask,1. Német jövevényszavak általában ,1. German newcomer words in general,,n,mɒsk,sk# not old/Gothic
hullám,1764,1764,1764,hullám,,['wave'],wave,1. Származékszavak ,1. Derivatives,,n,hullaːm,m# not old/Gothic
róna,1764,1764,1764,róna,,would impose,would_impose,c) Szlovák jövevényszavak ,c) Slovak newcomer words,,v,roːnɒ,"#r, ɒ# not old/Gothic"
gríz,1765,1765,1765,gríz,,semolina,semolina,1. Német jövevényszavak általában ,1. German newcomer words in general,,n,ɡriːz,#ɡr not old/Gothic
pakli,1765,1765,1765,pakli,,"['deck', 'pack']","deck, pack",4. Bajor jövevényszavak ,4. Bavarian newcomer words,,n,pɒkli,"#p, kl, i# not old/Gothic"
patron,1765,1765,1765,patron,,"['cartridge', 'stencil']","cartridge, stencil",1. Német jövevényszavak általában ,1. German newcomer words in general,,n,pɒtron,"#p, tr not old/Gothic"
puli,1765,1765,1765,puli,,Puli,Puli,1. Német jövevényszavak általában ?,1. German newcomer words in general?,,n,puli,"#p, i# not old/Gothic"
reverenda,1765,1765,1765,reverenda,,['cassock'],cassock,1. Latin jövevényszavak általában ,1. Latin newcomers in general,,n,rɛvɛrɛndɒ,"#r, nd, ɒ# not old/Gothic"
bigott,1766,1766,1766,bigott,,['bigoted'],bigoted,1. Német jövevényszavak általában ,1. German newcomer words in general,,a,biɡott,^(j|m|s)?(p)(e|i|o|u|æ)(ŋ)(e|i|o|u|ɑ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
cirógat,1766,1766,1766,cirógat,,"['to cajole', 'to caress', 'to fondle', 'to pet', 'to stroke']","cajole, caress, fondle, pet, stroke",1. Származékszavak ,1. Derivatives,,a,t͡siroːɡɒt,#t͡s not old/Gothic
sistereg,1766,1766,1766,sistereg,,"['to crackle', 'to fizz', 'to fizzle', 'to frizzle', 'to hiss', 'to sizzle']","crackle, fizz, fizzle, frizzle, hiss, sizzle",1. Származékszavak ,1. Derivatives,,v,ʃiʃtɛrɛɡ,"#ʃ, ʃt not old/Gothic"
csürhe,1767,1767,1767,csürhe,,['dirty lot'],dirty_lot,G) ISMERETLEN EREDETŰ SZAVAK ,G) WORDS OF UNKNOWN ORIGIN,,n,t͡ʃyrhɛ,"#t͡ʃ, rh not old/Gothic"
gang,1767,1767,1767,gang,,gang,gang,1. Német jövevényszavak általában ,1. German newcomer words in general,,r,ɡɒnɡ,"#ɡ, nɡ# not old/Gothic"
haddelhadd,1767,1767,1767,haddelhadd,,haddelhadd,haddelhadd,13. Szóösszetétellel keletkezett szavak ,13. Words formed by word composition,,n,hɒddɛlhɒdd,"dd, lh, dd# not old/Gothic"
kuncog,1767,1767,1767,kuncog,,"['to chortle', 'to chuckle', 'to giggle', 'to give a chuckle', 'to laugh to oneself', 'to snicker', 'to snigger', 'to tee-hee', 'to titter']","chortle, chuckle, giggle, give_a_chuckle, laugh_oneself, snicker, snigger, tee-hee, titter","1. Hangutánzó, hangfestő szavak ","1. Sound imitating, sound painting words",,v,kunt͡soɡ,nt͡s not old/Gothic
puhatol,1767,1767,1767,puhatol,,puhatol,puhatol,1. Származékszavak ,1. Derivatives,,a,puhɒtol,#p not old/Gothic
ribanc,1767,1767,1767,ribanc,,"['bimbo', 'drab', 'pickup', 'polecat', 'slag']","bimbo, drab, pickup, polecat, slag",1. Származékszavak ?,1. Derivatives?,,n,ribɒnt͡s,"#r, nt͡s# not old/Gothic"
sajog,1767,1767,1767,sajog,,rankle,rankle,,,,v,ʃɒjoɡ,#ʃ not old/Gothic
sámfa,1767,1767,1767,sámfa,,"['boot tree', 'filler', 'shoe trees']","boot_tree, filler, shoe_trees",13. Szóösszetétellel keletkezett szavak ,13. Words formed by word composition,,n,ʃaːmfɒ,"#ʃ, mf, ɒ# not old/Gothic"
sváda,1767,1767,1767,sváda,,Svadbe,Svadbe,1. Latin jövevényszavak általában ,1. Latin newcomers in general,,n,ʃvaːdɒ,"#ʃv, ɒ# not old/Gothic"
szeleburdi,1767,1767,1767,szeleburdi,,"['featherbrain', 'featherbrained', 'flighty', 'giddy', 'thoughtless']","featherbrain, featherbrained, flighty, giddy, thoughtless",13. Szóösszetétellel keletkezett szavak ,13. Words formed by word composition,,a,sɛlɛburdi,"rd, i# not old/Gothic"
színültig,1767,1767,1767,színültig,,['full to the brim'],full_the_brim,,,,n,siːnyltiɡ,lt not old/Gothic
szótár,1767,1767,1767,szótár,,['dictionary'],dictionary,13. Szóösszetétellel keletkezett szavak ,13. Words formed by word composition,,n,soːtaːr,r# not old/Gothic
tincs,1767,1767,1767,tincs,,"['mop of hair', 'tuft']","mop_of_hair, tuft",G) ISMERETLEN EREDETŰ SZAVAK ,G) WORDS OF UNKNOWN ORIGIN,,n,tint͡ʃ,nt͡ʃ# not old/Gothic
zömök,1767,1767,1767,zömök,,"['dumpy', 'podgy', 'squat', 'squattish', 'stocky', 'stodgy', 'stubby', 'stumpy']","dumpy, podgy, squat, squattish, stocky, stodgy, stubby, stumpy",10. Szóhasadással keletkezett szavak ,10. Words formed by cleavage,,a,zømøk,#z not old/Gothic
aranka,1768,1768,1768,aranka,,dodder,dodder,1. Származékszavak ,1. Derivatives,,n,ɒrɒnkɒ,"nk, ɒ# not old/Gothic"
cirmos,1768,1768,1768,cirmos,,tabby,tabby,1. Származékszavak ,1. Derivatives,,n,t͡sirmoʃ,#t͡s not old/Gothic
drapp,1768,1768,1768,drapp,,['drab'],drab,F) VITATOTT EREDETŰ SZAVAK ,F) WORDS OF DISPUTED ORIGIN,,n,drɒpp,"#dr, pp# not old/Gothic"
krumpli,1768,1768,1768,krumpli,,"['potato', 'tuber']","potato, tuber",4. Bajor jövevényszavak ,4. Bavarian newcomer words,,n,krumpli,"#kr, mpl, i# not old/Gothic"
per,1768,1768,1768,per2,,"['action', 'action at law', 'cause', 'legal action', 'litigation', 'suit']","action, action_at_law, cause, legal_action, litigation, suit",1. Latin jövevényszavak általában ,1. Latin newcomers in general,,n,pɛr,"#p, r# not old/Gothic"
pufók,1768,1768,1768,pufók,,"['blowzy', 'chubby']","blowzy, chubby",1. Származékszavak ,1. Derivatives,,a,pufoːk,"#p, f not old/Gothic"
rajkó,1768,1768,1768,rajkó,,bantling,bantling,1. Származékszavak ?,1. Derivatives?,,n,rɒjkoː,"#r, jk not old/Gothic"
spájz,1768,1768,1768,spájz,,pantry,pantry,4. Bajor jövevényszavak ,4. Bavarian newcomer words,,n,ʃpaːjz,"#ʃp, jz# not old/Gothic"
szekatúra,1768,1768,1768,szekatúra,,The Guilt Trip,The_Guilt_Trip,2. Ausztriai német jövevényszav ,2. Austrian German newcomer word,,n,sɛkɒtuːrɒ,"k, ɒ# not old/Gothic"
cirkusz,1769,1769,1769,cirkusz,,"['circus', 'fireworks']","circus, fireworks",1. Latin jövevényszavak általában ,1. Latin newcomers in general,,n,t͡sirkus,"#t͡s, rk, s# not old/Gothic"
copf,1769,1769,1769,copf,,"['braid', 'cue', 'pigtail', 'plait', 'tail of hair']","braid, cue, pigtail, plait, tail_of_hair",1. Német jövevényszavak általában ,1. German newcomer words in general,,a,t͡sopf,"#t͡s, pf# not old/Gothic"
gáláns,1769,1769,1769,gáláns,,['gallant'],gallant,E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,v,ɡaːlaːnʃ,"#ɡ, nʃ# not old/Gothic"
husáng,1769,1769,1769,husáng,,['spear'],spear,1. Származékszavak ,1. Derivatives,,n,huʃaːnɡ,nɡ# not old/Gothic
juhászodik,1769,1769,1769,juhászodik,,shepherd adjusted,shepherd_adjusted,1. Származékszavak ,1. Derivatives,,v,juhaːsodik,^(j|m|s)?(j)(o|u)(kl)(u|ɑ)(j|s)(e|i|o|u|ɑ)(mt|nt|w)(e|i|o|u|æ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
miféle,1769,1769,1769,miféle,,['what kind of'],what_kind_of,13. Szóösszetétellel keletkezett szavak ,13. Words formed by word composition,,r,mifeːlɛ,f not old/Gothic
ormótlan,1769,1769,1769,ormótlan,,"['cumbersome', 'elephantine', 'stogy', 'unwieldy']","cumbersome, elephantine, stogy, unwieldy",1. Származékszavak ,1. Derivatives,,a,ormoːtlɒn,"#o, tl not old/Gothic"
paszuly,1769,1769,1769,paszuly,,"['bean', 'haricot', 'haricot bean']","bean, haricot, haricot_bean",b) Horvát-szerb jövevényszavak ,b) Croatian-Serbian newcomer words,,n,pɒsuj,#p not old/Gothic
rőzse,1769,1769,1769,rőzse,,"['dry sticks', 'faggot', 'small sticks', 'sticks']","dry_sticks, faggot, small_sticks, sticks",c) Szlovén jövevényszavak ,c) Slovenian newcomer words,,n,røːʒɛ,"#r, ʒ not old/Gothic"
szerviz,1769,1769,1769,szerviz1,,"['maintenance', 'service', 'servicing', 'set']","maintenance, service, servicing, set",1. Olasz (többnyire északolasz) jövevényszavak ,1. Italian (mostly Northern Italian) newcomer words,,n,sɛrviz,rv not old/Gothic
testőr,1769,1769,1769,testőr,,"['bodyguard', 'sergeant', 'Swiss']","bodyguard, sergeant, Swiss",1. Tudatos szóalkotással létrejött szavak általában ,1. Words created by conscious word formation in general,,n,tɛʃtøːr,"ʃt, r# not old/Gothic"
viszontszeretet,1769,1769,1769,viszontszeretet,,"love, however,","love, however,",b) Német mintára keletkezett összetett szavak ,b) Compound words formed in German,,v,visontsɛrɛtɛt,nts not old/Gothic
cisztercita,1770,1770,1770,cisztercita,,Cistercian,Cistercian,1. Tudatos szóalkotással létrejött szavak általában ,1. Words created by conscious word formation in general,,n,t͡sistɛrt͡sitɒ,"#t͡s, st, rt͡s, ɒ# not old/Gothic"
erény,1770,1770,1770,erény,,"['morality', 'virtue']","morality, virtue",1. Tudatos szóalkotással létrejött szavak általában ,1. Words created by conscious word formation in general,,n,ɛreːɲ,ɲ# not old/Gothic
hodály,1770,1770,1770,hodály,,barn,barn,3. Román jövevényszavak ?,3. Romanian newcomer words?,,n,hodaːj,^(j|m|s)?(k)(e|i|o|u|ɑ)(mt|nt|w)(u|ɑ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
kaszabol,1770,1770,1770,kaszabol,,"['to butch', 'to saber', 'to sabre']","butch, saber, sabre",1. Származékszavak ,1. Derivatives,,n,kɒsɒbol,^(j|m|s)?(k)(e|o|u|ɑ)(j|s)(e|o|u|ɑ)(mp)(e|i|o|u|ɑ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
kel,1770,1770,1770,kel2,,"['to rise, rose, risen']","rise, rose, risen",4. Bajor jövevényszavak ,4. Bavarian newcomer words,,v,kɛl,^(j|m|s)?(k)(e|o|æ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
kiküszöböl,1770,1770,1770,kiküszöböl,,"['to eliminate', 'to take out']","eliminate, take_out",b) Latin mintára keletkezett összetétel ,(b) Composition on a Latin sample,,n,kikysøbøl,k not old/Gothic
makrancos,1770,1770,1770,makrancos,,['rusty'],rusty,G) ISMERETLEN EREDETŰ SZAVAK ,G) WORDS OF UNKNOWN ORIGIN,,a,mɒkrɒnt͡soʃ,"kr, nt͡s not old/Gothic"
mez,1770,1770,1770,mez,,"['accoutrement', 'accoutrements', 'jersey', 'shirt', 'strip']","accoutrement, accoutrements, jersey, shirt, strip",1. Származékszavak ,1. Derivatives,,n,mɛz,^(j|m|s)?(m)(e|o|æ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
program,1770,1770,1770,program,,"['engagement', 'guideline', 'guide-lines']","engagement, guideline, guide-lines",E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,n,proɡrɒm,"#pr, ɡr, m# not old/Gothic"
pudvás,1770,1770,1770,pudvás,,pudvás,pudvás,4. Játékos szóalkotással létrejött szavak ?,4. Words created with playful word formation?,,a,pudvaːʃ,"#p, dv not old/Gothic"
röffen,1770,1770,1770,röffen,,['to grunt'],grunt,"1. Hangutánzó, hangfestő szavak ","1. Sound imitating, sound painting words",,n,røffɛn,"#r, ff not old/Gothic"
stráf,1770,1770,1770,stráf,,Strafe,Strafe,1. Német jövevényszavak általában ,1. German newcomer words in general,,n,ʃtraːf,"#ʃtr, f# not old/Gothic"
szimpátia,1770,1770,1770,szimpátia,,sympathy,sympathy,E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,n,simpaːtiɒ,"mp, iɒ# not old/Gothic"
szipirtyó,1770,1770,1770,szipirtyó,,bitch,bitch,1. Származékszavak ,1. Derivatives,,n,sipircoː,"p, rc not old/Gothic"
tejfog,1770,1770,1770,tejfog,,milk tooth,milk_tooth,b) Német mintára keletkezett összetett szavak ,b) Compound words formed in German,,n,tɛjfoɡ,jf not old/Gothic
kurta,1227,"1771  tn.  (?),  1227","1771  placename  (?),   1227",kurta,,"['brief', 'curt', 'cutty', 'short']","brief, curt, cutty, short",1. Latin jövevényszavak általában ,1. Latin newcomers in general,,a,kurtɒ,ɒ# not old/Gothic
való,1200,"1771 tn.,  12. sz.  vége",end of   12. century  ,való,,['true'],true,1. Származékszavak ,1. Derivatives,,a,vɒloː,^(j|m|s)?(w)(e|o|u|ɑ)(l|lk|m|ð)(e|u)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
brácsa,1771,1771,1771,brácsa,,['viola'],viola,1. Német jövevényszavak általában ,1. German newcomer words in general,,n,braːt͡ʃɒ,"#br, t͡ʃ, ɒ# not old/Gothic"
ceruza,1771,1771,1771,ceruza,,['pencil'],pencil,1. Latin jövevényszavak általában ,1. Latin newcomers in general,,n,t͡sɛruzɒ,"#t͡s, ɒ# not old/Gothic"
civilizál,1771,1771,1771,civilizál,,['to civilize'],civilize,E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,n,t͡sivilizaːl,#t͡s not old/Gothic
csicsás,1771,1771,1771,csicsás,,"['fussy', 'tawdry']","fussy, tawdry",10. Szóhasadással keletkezett szavak ?,10. Words formed by splitting?,,a,t͡ʃit͡ʃaːʃ,"#t͡ʃ, t͡ʃ not old/Gothic"
kokett,1771,1771,1771,kokett,,"['coquettish', 'skittish']","coquettish, skittish",E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,v,kokɛtt,k not old/Gothic
masina,1771,1771,1771,masina,,handset,handset,1. Német jövevényszavak általában ,1. German newcomer words in general,,n,mɒʃinɒ,ɒ# not old/Gothic
nektár,1771,1771,1771,nektár,,nectar,nectar,1. Latin jövevényszavak általában ,1. Latin newcomers in general,,n,nɛktaːr,"kt, r# not old/Gothic"
pörsen,1771,1771,1771,pörsen,,Pors,Pors,1. Származékszavak ,1. Derivatives,,a,pørʃɛn,"#p, rʃ not old/Gothic"
surrog,1771,1771,1771,surrog,,whirring,whirring,"1. Hangutánzó, hangfestő szavak ","1. Sound imitating, sound painting words",,a,ʃurroɡ,"#ʃ, rr not old/Gothic"
szálló,1771,1771,1771,szálló,,['hostel'],hostel,1. Származékszavak ,1. Derivatives,,a,saːlloː,^(j|m|s)?(ʃʲ)(u|ɑ)(l|lk)(e|u)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
vonul,1771,1771,1771,vonul,,"['to process', 'to shoal', 'to trail']","process, shoal, trail",1. Tudatos szóalkotással létrejött szavak általában ,1. Words created by conscious word formation in general,,v,vonul,^(j|m|s)?(w)(e|i|o|u|ɑ)(n)(o|u)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
csatangol,1772,1772,1772,csatangol,,"['to fool about', 'to fool around', 'to go for a roam', 'to maroon', 'to saunter along', 'to saunter', 'to straggle', 'to trapes']","fool_about, fool_around, go_for_a_roam, maroon, saunter_along, saunter, straggle, trapes","1. Hangutánzó, hangfestő szavak ","1. Sound imitating, sound painting words",,v,t͡ʃɒtɒnɡol,#t͡ʃ not old/Gothic
cseng-bong,1772,1772,1772,cseng-bong,,['to chime'],chime,14. Ikerszavak ,14. Twin words,,n,t͡ʃɛnɡ-bonɡ,"#t͡ʃ, nɡb, nɡ# not old/Gothic"
cserfel,1772,1772,1772,cserfel,,midst of the oak,midst_of_the_oak,"1. Hangutánzó, hangfestő szavak ","1. Sound imitating, sound painting words",,n,t͡ʃɛrfɛl,"#t͡ʃ, rf not old/Gothic"
élelmes,1772,1772,1772,élelmes,,resourceful,resourceful,1. Származékszavak ,1. Derivatives,,a,eːlɛlmɛʃ,lm not old/Gothic
elvont,1772,1772,1772,elvont,,"['abstract', 'academic', 'esoterical']","abstract, academic, esoterical",b) Latin mintára keletkezett összetétel ,(b) Composition on a Latin sample,,a,ɛlvont,"lv, nt# not old/Gothic"
fenség,1772,1772,1772,fenség,,"['majesty', 'royalty', 'sublimeness']","majesty, royalty, sublimeness",1. Tudatos szóalkotással létrejött szavak általában ,1. Words created by conscious word formation in general,,n,fɛnʃeːɡ,nʃ not old/Gothic
hajcihő,1772,1772,1772,hajcihő,,hajcihő,hajcihő,13. Szóösszetétellel keletkezett szavak ,13. Words formed by word composition,,n,hɒjt͡sihøː,jt͡s not old/Gothic
hajcsár,1772,1772,1772,hajcsár,,"['overlander', 'whacker']","overlander, whacker",1. Származékszavak ,1. Derivatives,,n,hɒjt͡ʃaːr,"jt͡ʃ, r# not old/Gothic"
hápog,1772,1772,1772,hápog,,"['to gaggle', 'to quack']","gaggle, quack","1. Hangutánzó, hangfestő szavak ","1. Sound imitating, sound painting words",,n,haːpoɡ,p not old/Gothic
kísérel,1772,1772,1772,kísérel,,['to venture'],venture,1. Származékszavak ,1. Derivatives,,v,kiːʃeːrɛl,^(j|m|s)?(k)(e|i|o|u|æ)(ʃʲk)(e|i|æ)(jr|r)(e|o|æ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
kíváncsi,1772,1772,1772,kíváncsi,,"['curious', 'have itching ears', 'inquisitive', 'nosey', 'wondering']","curious, have_itching_ears, inquisitive, nosey, wondering",4. Játékos szóalkotással létrejött szavak ,4. Words formed by playful word formation,,a,kiːvaːnt͡ʃi,"nt͡ʃ, i# not old/Gothic"
mindig,1772,1772,1772,mindig,,"['always', 'at all times', 'ever', 'invariably']","always, at_all_times, ever, invariably",3. Megszilárdult ragos alak ,3. Solidified sticky shape,,r,mindiɡ,nd not old/Gothic
minta,1772,1772,1772,minta,,"['cast', 'design', 'formula, formulae', 'model', 'motif', 'muster', 'paragon', 'pattern', 'prill', 'probe', 'sample', 'shape', 'standard']","cast, design, formula, formulae, model, motif, muster, paragon, pattern, prill, probe, sample, shape, standard",1. Tudatos szóalkotással létrejött szavak általában ,1. Words created by conscious word formation in general,,n,mintɒ,"nt, ɒ# not old/Gothic"
mormol,1772,1772,1772,mormol,,"['to murmur', 'to ripple']","murmur, ripple","1. Hangutánzó, hangfestő szavak ","1. Sound imitating, sound painting words",,v,mormol,^(j|m|s)?(m)(e|i|o|u|ɑ)(r)(e|i|o|u|ɑ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
segély,1772,1772,1772,segély,,"['aid', 'assistance', 'grant', 'help', 'relief', 'support']","aid, assistance, grant, help, relief, support",1. Származékszavak ,1. Derivatives,,n,ʃɛɡeːj,#ʃ not old/Gothic
sikít,1772,1772,1772,sikít,,"['to scream', 'to shrill', 'to squeal']","scream, shrill, squeal",1. Származékszavak ,1. Derivatives,,n,ʃikiːt,"#ʃ, k not old/Gothic"
sokác,1772,1772,1772,sokác,,sokače,sokače,b) Horvát-szerb jövevényszavak ,b) Croatian-Serbian newcomer words,,n,ʃokaːt͡s,"#ʃ, k, t͡s# not old/Gothic"
turbékol,1772,1772,1772,turbékol,,['to coo'],coo,"1. Hangutánzó, hangfestő szavak ","1. Sound imitating, sound painting words",,n,turbeːkol,"rb, k not old/Gothic"
vedel,1772,1772,1772,vedel,,"['to drink, drank, drunk', 'to guzzle', 'to swig', 'to swill', 'to toot']","drink, drank, drunk, guzzle, swig, swill, toot",1. Származékszavak ?,1. Derivatives?,,n,vɛdɛl,^(j|m|s)?(w)(e|o|æ)(mt|nt|w)(e|o|æ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
viszonoz,1772,1772,1772,viszonoz,,"['to acquit', 'to pay', 'to reciprocate', 'to recompense', 'to render', 'to requite', 'to return']","acquit, pay, reciprocate, recompense, render, requite, return",1. Tudatos szóalkotással létrejött szavak általában ,1. Words created by conscious word formation in general,,v,visonoz,^(j|m|s)?(w)(e|i|o|u|æ)(j|s)(e|i|o|u|ɑ)(n)(e|i|o|u|ɑ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
csapzott,1773,1773,1773,csapzott,,matted,matted,1. Származékszavak ,1. Derivatives,,a,t͡ʃɒpzott,"#t͡ʃ, pz not old/Gothic"
csicsóka,1773,1773,1773,csicsóka,,sweet potato,sweet_potato,1. Származékszavak ,1. Derivatives,,n,t͡ʃit͡ʃoːkɒ,"#t͡ʃ, t͡ʃ, k, ɒ# not old/Gothic"
dübörög,1773,1773,1773,dübörög,,"['to lumber', 'to tramp']","lumber, tramp","1. Hangutánzó, hangfestő szavak ","1. Sound imitating, sound painting words",,v,dybørøɡ,#d not old/Gothic
eszkábál,1773,1773,1773,eszkábál,,eszkábál,eszkábál,1. Származékszavak ,1. Derivatives,,n,ɛskaːbaːl,sk not old/Gothic
görnyed,1773,1773,1773,görnyed,,stoop,stoop,1. Származékszavak ,1. Derivatives,,v,ɡørɲɛd,"#ɡ, rɲ not old/Gothic"
morc,1773,1773,1773,morc,,['sullen'],sullen,4. Játékos szóalkotással létrejött szavak ,4. Words formed by playful word formation,,v,mort͡s,rt͡s# not old/Gothic
óperencia,1773,1773,1773,óperencia,,Óperencia,Óperencia,"12. Tulajdonnévi, személynévi eredetű szavak ","12. Words of proper origin, personal names",,n,oːpɛrɛnt͡siɒ,"#o, p, nt͡s, iɒ# not old/Gothic"
papsajt,1773,1773,1773,papsajt,,mallow,mallow,13. Szóösszetétellel keletkezett szavak ,13. Words formed by word composition,,a,pɒpʃɒjt,"#p, pʃ, jt# not old/Gothic"
szandál,1773,1773,1773,szandál,,"['sandal', 'sandals']","sandal, sandals",D) VÁNDORSZÓK ,D) WANDERING WORDS,,n,sɒndaːl,nd not old/Gothic
tömör,1773,1773,1773,tömör,,"['brief', 'close', 'compact', 'compendious', 'concise', 'consistent', 'pointed', 'ponderous', 'quintessential', 'short', 'solid', 'succinct', 'terse', 'tight']","brief, close, compact, compendious, concise, consistent, pointed, ponderous, quintessential, short, solid, succinct, terse, tight",1. Származékszavak ,1. Derivatives,,a,tømør,r# not old/Gothic
törtet,1773,1773,1773,törtet,,"['to push', 'to push oneself forward', 'to push oneself']","push, push_oneself_forward, push_oneself",1. Származékszavak ,1. Derivatives,,n,tørtɛt,^(j|m|s)?(t)(e|i|æ|ɑ)(r)(e|o|æ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
puszi,1848,"1774  (?), 1848","1774  (?),  1848",puszi,,['peck'],peck,1. Német jövevényszavak általában ,1. German newcomer words in general,,v,pusi,"#p, i# not old/Gothic"
alap,1774,1774,1774,alap,,"['base', 'basic', 'basis', 'bedrock', 'bottom', 'footing', 'foundation', 'foundations', 'fund', 'ground', 'groundwork', 'grounding', 'occasion', 'principle', 'substrate', 'substratum, substrata', 'ultimate']","base, basic, basis, bedrock, bottom, footing, foundation, foundations, fund, ground, groundwork, grounding, occasion, principle, substrate, substratum, substrata, ultimate",1. Származékszavak ,1. Derivatives,,n,ɒlɒp,^(j|m|s)?(o|ɑ)(l|lk|m|ð)(e|o|u|ɑ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
csitri,1774,1774,1774,csitri,,"['flapper', 'little slip of a thing', 'slip of a girl']","flapper, little_slip_of_a_thing, slip_of_a_girl",1. Származékszavak ,1. Derivatives,,n,t͡ʃitri,"#t͡ʃ, tr, i# not old/Gothic"
