word,year,info,disambiguated,suffix,en,orig,pos_hun,wordipa
kenyértörés,1793,1793,kenyértörés,,,13. Szóösszetétellel keletkezett szavak ,n,kɛɲeːrtøreːʃ
kontúr,1793,1793,kontúr,,"['contour', 'outline']",,n,kontuːr
kormorán,1793,1793,kormorán,,['cormorant'],E) NEMZETKÖZI SZAVAK ,n,kormoraːn
kulissza,1793,1793,kulissza,,"['rocker', 'sector']",E) NEMZETKÖZI SZAVAK ,n,kuliʃsɒ
kuvik,1793,1793,kuvik,,['screech-owl'],F) VITATOTT EREDETŰ SZAVAK ,n,kuvik
líra,1793,1793,líra2,,"['lira, lire', 'lyre']",,n,liːrɒ
lord,1793,1793,lord,,['lord'],,n,lord
luftballon,1793,1793,luftballon,,,,n,luftbɒllon
lüszter,1793,1793,lüszter,,"['luster', 'lustre']",,n,lystɛr
makrapipa,1793,1793,makrapipa,,"['cutty', 'cutty pipe']",,n,mɒkrɒpipɒ
malíciózus,1793,1793,malíciózus,,,,n,mɒliːt͡sioːzuʃ
manzárd,1793,1793,manzárd,,"['attic', 'garrett']",,n,mɒnzaːrd
mormota,1793,1793,mormota,,,1. Latin jövevényszavak általában ,n,mormotɒ
nos,1793,1793,nos,,"['well', 'why']",,r,noʃ
őslakos,1793,1793,őslakos,,,b) Német mintára keletkezett összetett szavak ,a,øːʃlɒkoʃ
papramorgó,1793,1793,papramorgó,,,,a,pɒprɒmorɡoː
pavilon,1793,1793,pavilon,,"['kiosk', 'pavilion']",1. Német jövevényszavak általában ,n,pɒvilon
piszi,1793,1793,piszi,,,1. Származékszavak ,a,pisi
piszkafa,1793,1793,piszkafa,,,,n,piskɒfɒ
portó,1793,1793,portó,,['postage'],,n,portoː
profil,1793,1793,profil,,"['profile', 'section']",,n,profil
rassz,1793,1793,rassz,,,E) NEMZETKÖZI SZAVAK ,n,rɒʃs
regatta,1793,1793,regatta,,,"apáca?, apát?, árboc?, báj?, bélyeg?, bér?, burgonya?, buzogány?, csákány?, csikk?, dereglye?, gaz?, káliz?, karám?, ?",n,rɛɡɒttɒ
rezeda,1793,1793,rezeda,,,,a,rɛzɛdɒ
rigmus,1793,1793,rigmus,,,10. Szóhasadással keletkezett szavak ,n,riɡmuʃ
rusztikus,1793,1793,rusztikus,,,,a,rustikuʃ
sertepertél,1793,1793,sertepertél,,,14. Ikerszavak ,v,ʃɛrtɛpɛrteːl
skart,1793,1793,skart,,,1. Olasz (többnyire északolasz) jövevényszavak ,n,ʃkɒrt
skíz,1793,1793,skíz,,,,n,ʃkiːz
sóhivatal,1793,1793,sóhivatal,,,,a,ʃoːhivɒtɒl
sompolyog,1793,1793,sompolyog,,"['to sidle', 'to sneak']",,n,ʃompojoɡ
statiszta,1793,1793,statiszta,,"['dummy', 'procession man', 'super', 'supernumerary']",E) NEMZETKÖZI SZAVAK ,n,ʃtɒtistɒ
suviksz,1793,1793,suviksz,,,,a,ʃuviks
szégyenszemre,1793,1793,szégyenszemre,,,3. Megszilárdult ragos alak ,r,seːɟɛnsɛmrɛ
szérum,1793,1793,szérum,,"['serum, sera']",,n,seːrum
szimmetria,1793,1793,szimmetria,,"['balance', 'symmetry']",E) NEMZETKÖZI SZAVAK ,n,simmɛtriɒ
valcer,1793,1793,valcer,,['waltz'],,n,vɒlt͡sɛr
ventilátor,1793,1793,ventilátor,,,E) NEMZETKÖZI SZAVAK ,n,vɛntilaːtor
vétó,1793,1793,vétó,,"['negative', 'veto']",E) NEMZETKÖZI SZAVAK ,n,veːtoː
vonal,1793,1793,vonal,,"['line', 'streak', 'stria, striae', 'stripe']",,n,vonɒl
zebra,1793,1793,zebra,,['zebra'],E) NEMZETKÖZI SZAVAK ,n,zɛbrɒ
lagúna,1793,1793,lagúna,,,,r,lɒɡuːnɒ
ábrándozik,1794,1794,ábrándozik,,"['to dream, dreamt', 'to dream', 'to moon', 'to moon about', 'to romance', 'to star-gaze']",1. Származékszavak ,v,aːbraːndozik
atka,1794,1794,atka,,"['mite', 'tick']",G) ISMERETLEN EREDETŰ SZAVAK ,n,ɒtkɒ
bambusz,1794,1794,bambusz,,['bamboo'],E) NEMZETKÖZI SZAVAK ,n,bɒmbus
borovicska,1794,1794,borovicska,,,c) Szlovák jövevényszavak ,a,borovit͡ʃkɒ
brr,1794,1794,brr,,,"1. Hangutánzó, hangfestő szavak ",n,brr
cápa,1794,1794,cápa,,['shark'],,n,t͡saːpɒ
csusza,1794,1794,csusza,,,,a,t͡ʃusɒ
delta,1794,1794,delta,,['delta'],E) NEMZETKÖZI SZAVAK ,n,dɛltɒ
fatalista,1794,1794,fatalista,,"['fatalist', 'fatalistic']",,a,fɒtɒliʃtɒ
fázis,1794,1794,fázis,,"['period', 'phase']",,n,faːziʃ
firma,1794,1794,firma,,,1. Német jövevényszavak általában ,a,firmɒ
gadóc,1794,1794,gadóc,,,,a,ɡɒdoːt͡s
gazella,1794,1794,gazella,,['gazelle'],,n,ɡɒzɛllɒ
hajszol,1794,1794,hajszol,,"['to chase', 'to gun for', 'to lash', 'to rush', 'to shag']",1. Származékszavak ,v,hɒjsol
hímpor,1794,1794,hímpor,,['pollen'],,v,hiːmpor
imbolyog,1794,1794,imbolyog,,"['to swag', 'to wabble', 'to wobble']",,v,imbojoɡ
kapitalista,1794,1794,kapitalista,,,E) NEMZETKÖZI SZAVAK ,a,kɒpitɒliʃtɒ
kapric,1794,1794,kapric,,,1. Német jövevényszavak általában ,n,kɒprit͡s
képmás,1794,1794,képmás,,"['double', 'effigy', 'image', 'likeness', 'portrait']",13. Szóösszetétellel keletkezett szavak ,n,keːpmaːʃ
kétkedik,1794,1794,kétkedik,,,,v,keːtkɛdik
kínafa,1794,1794,kínafa,,,b) Német mintára keletkezett összetett szavak ,n,kiːnɒfɒ
kirgiz,1794,1794,kirgiz,,,E) NEMZETKÖZI SZAVAK ,a,kirɡiz
kontroll,1794,1794,kontroll,,,,n,kontroll
köbgyök,1794,1794,köbgyök,,['cube root'],,v,købɟøk
külvilág,1794,1794,külvilág,,['outside world'],,n,kylvilaːɡ
lián,1794,1794,lián,,"['liana', 'liane']",,n,liaːn
nábob,1794,1794,nábob,,,,a,naːbob
orkán,1794,1794,orkán,,"['high wind', 'hurricane', 'snifter']",,n,orkaːn
pupilla,1794,1794,pupilla,,"['black of the eye', 'pupil']",1. Latin jövevényszavak általában ,n,pupillɒ
sunyi,1794,1794,sunyi,,"['hang-dog', 'shifty', 'sly', 'sneaking']",1. Származékszavak ,a,ʃuɲi
szentjánosbogár,1794,1794,szentjánosbogár,,"['firebug', 'firefly', 'glowworm']",,n,sɛntjaːnoʃboɡaːr
tabló,1794,1794,tabló,,,1. Olasz (többnyire északolasz) jövevényszavak ,n,tɒbloː
tagbaszakadt,1794,1794,tagbaszakadt,,"['beefy', 'chunky', 'hefty', 'husky', 'junk', 'mighty limb', 'square']",13. Szóösszetétellel keletkezett szavak ,a,tɒɡbɒsɒkɒdt
tonhal,1794,1794,tonhal,,['tuna'],,n,tonhɒl
trapp,1794,1794,trapp,,,,a,trɒpp
vegetál,1794,1794,vegetál,,['to vegetate'],,v,vɛɡɛtaːl
zihál,1794,1794,zihál,,"['to be short of breath', 'to gasp', 'to heave, hove', 'to heave', 'to pant', 'to wheeze']","1. Hangutánzó, hangfestő szavak ",v,zihaːl
kiváltság,17941795,1794–1795,kiváltság,,"['franchise', 'prerogative', 'privilege']",,n,kivaːltʃaːɡ
barátfüle,1795,1795 k.,barátfüle,,,,n,bɒraːtfylɛ
bucka,1795,1795 k.,bucka,,['mound'],,n,but͡skɒ
bukta,1795,1795 k.,bukta,,['fuckup'],c) Szlovák jövevényszavak ,n,buktɒ
frivol,1795,1795 k.,frivol,,"['corky', 'frivolous']",E) NEMZETKÖZI SZAVAK ,a,frivol
guvat,1795,1795 k.,guvat,,,"1. Hangutánzó, hangfestő szavak ",n,ɡuvɒt
suttyó,1795,1795 k.,suttyó,,['shit-kicker'],9. Szófajváltással keletkezett szavak ,n,ʃutcoː
svábbogár,1795,1795 k.,svábbogár,,"['black-beetle', 'cockroach', 'roach']",13. Szóösszetétellel keletkezett szavak ,a,ʃvaːbboɡaːr
rianás,1808,"1795 tn., 1808",rianás,,,,n,riɒnaːʃ
banán,1795,1795,banán,,['banana'],E) NEMZETKÖZI SZAVAK ,n,bɒnaːn
billió,1795,1795,billió,,,1. Német jövevényszavak általában ,r,billioː
boci,1795,1795,boci,,"['calf, calves', 'moo-cow']",,n,bot͡si
desszert,1795,1795,desszert,,"['afters', 'dessert', 'sweet']",,n,dɛʃsɛrt
elkámpicsorodik,1795,1795,elkámpicsorodik,,,13. Szóösszetétellel keletkezett szavak ,v,ɛlkaːmpit͡ʃorodik
fantom,1795,1795,fantom,,['phantom'],,n,fɒntom
fejfa,1795,1795,fejfa,,['headstone'],,n,fɛjfɒ
gyarmat,1795,1795,gyarmat,,"['colony', 'dependency', 'plantation', 'settlement']",,n,ɟɒrmɒt
herseg,1795,1795,herseg,,,"1. Hangutánzó, hangfestő szavak ",n,hɛrʃɛɡ
kankó,1795,1795,kankó,,['clap'],1. Német jövevényszavak általában ?,n,kɒnkoː
lila,1795,1795,lila,,,1. Német jövevényszavak általában ,r,lilɒ
limlom,1795,1795,limlom,,"['bric-a-brac', 'junk', 'lumber', 'rattletraps', 'rummage', 'stuff', 'tat', 'trash', 'tripe']",4. Játékos szóalkotással létrejött szavak ,n,limlom
lucerna,1795,1795,lucerna,,['alfalfa'],1. Német jövevényszavak általában ,n,lut͡sɛrnɒ
milliárd,1795,1795,milliárd,,,,r,milliaːrd
mulatt,1795,1795,mulatt,,"['mulatto', 'yellow', 'yellow man']",E) NEMZETKÖZI SZAVAK ,n,mulɒtt
paroli,1795,1795,paroli,,['tab'],,n,pɒroli
pátria,1795,1795,pátria,,,1. Latin jövevényszavak általában ,n,paːtriɒ
plebejus,1795,1795,plebejus,,['plebeian'],,a,plɛbɛjuʃ
pódium,1795,1795,pódium,,"['platform', 'podium', 'stand']",,n,poːdium
povedál,1795,1795,povedál,,,c) Szlovák jövevényszavak ,n,povɛdaːl
pozitívum,1795,1795,pozitívum,,,,n,pozitiːvum
promenád,1795,1795,promenád,,,1. Német jövevényszavak általában ,n,promɛnaːd
rája,1795,1795,rája,,"['ray', 'skate']",,r,raːjɒ
reakció,1795,1795,reakció,,"['backlash', 'reaction', 'response']",,n,rɛɒkt͡sioː
sipirc,1795,1795,sipirc,,,,r,ʃipirt͡s
tegez,1795,1795,tegez1,,['quiver'],,r,tɛɡɛz
tohonya,1795,1795,tohonya,,,,n,tohoɲɒ
trafikál,1795,1795,trafikál,,,,v,trɒfikaːl
zseníroz,1795,1795,zseníroz,,,,n,ʒɛniːroz
zsűri,1795,1795,zsűri,,,,n,ʒyːri
smarni,17951799,1795–1799,smarni,,,4. Bajor jövevényszavak ,v,ʃmɒrni
hangszer,1807,"1796 (?), 1807",hangszer,,"['instrument', 'musical instrument']",,n,hɒnɡsɛr
agilis,1796,1796 k.,agilis,,"['agile', 'full of action', 'go-ahead', 'kinetic']",1. Latin jövevényszavak általában ,a,ɒɡiliʃ
inspirál,1796,1796 k.,inspirál,,['to inspire'],,v,inʃpiraːl
bázis,1796,1796,bázis,,['base'],1. Latin jövevényszavak általában ,n,baːziʃ
blokk,1796,1796,blokk,,"['note-pad', 'pad', 'receipt', 'sales slip']",1. Német jövevényszavak általában ,n,blokk
büdzsé,1796,1796,büdzsé,,['budget'],E) NEMZETKÖZI SZAVAK ,n,byd͡ʒeː
cibetmacska,1796,1796,cibetmacska,,,,n,t͡sibɛtmɒt͡ʃkɒ
cucli,1796,1796,cucli,,['pacifier'],,a,t͡sut͡sli
csörömpöl,1796,1796,csörömpöl,,"['to clatter', 'to jangle', 'to jar against', 'to jar on']",,v,t͡ʃørømpøl
deportál,1796,1796,deportál,,['to deport'],,n,dɛportaːl
dresszíroz,1796,1796,dresszíroz,,,,r,drɛʃsiːroz
export,1796,1796,export,,,E) NEMZETKÖZI SZAVAK ,n,ɛksport
gurgulázik,1796,1796,gurgulázik,,,"1. Hangutánzó, hangfestő szavak ",v,ɡurɡulaːzik
kampány,1796,1796,kampány,,"['campaign', 'drive', 'run']",,n,kɒmpaːɲ
krónikus,1796,1796,krónikus,,['chronic'],1. Latin jövevényszavak általában ,n,kroːnikuʃ
makulatúra,1796,1796,makulatúra,,['waste sheets'],1. Latin jövevényszavak általában ,n,mɒkulɒtuːrɒ
militarizál,1796,1796,militarizál,,['to militarize'],E) NEMZETKÖZI SZAVAK ,n,militɒrizaːl
miniatúra,1796,1796,miniatúra,,['miniature'],,n,miniɒtuːrɒ
mokka,1796,1796,mokka,,,,n,mokkɒ
móló,1796,1796,móló,,"['breakwater', 'jetty', 'landing stage', 'mole', 'pier']",E) NEMZETKÖZI SZAVAK ,n,moːloː
mumus,1796,1796,mumus,,"['black bogy', 'bogey', 'bogey-man, bogey-men', 'bogeyman, bogeymen', 'bogy man', 'boogey', 'boogey man', 'cow', 'hobgoblin']",,n,mumuʃ
optimista,1796,1796,optimista,,['sanguine'],,a,optimiʃtɒ
pamflet,1796,1796,pamflet,,['pamphlet'],"12. Tulajdonnévi, személynévi eredetű szavak ",n,pɒmflɛt
pantalló,1796,1796,pantalló,,"['a pair of trousers', 'bags', 'pair of trousers', 'pantaloon', 'slacks']",1. Német jövevényszavak általában ,n,pɒntɒlloː
snapsz,1796,1796,snapsz,,,4. Bajor jövevényszavak ,n,ʃnɒps
szerenád,1796,1796,szerenád,,['serenade'],E) NEMZETKÖZI SZAVAK ,n,sɛrɛnaːd
szonáta,1796,1796,szonáta,,,,n,sonaːtɒ
szuverenitás,1796,1796,szuverenitás,,['sovereignty'],,n,suvɛrɛnitaːʃ
zamat,1796,1796,zamat,,"['bouquet', 'flavor', 'flavour', 'gust', 'nose', 'relish', 'savor', 'savour', 'smack']",,n,zɒmɒt
adresszál,1797,1797,adresszál,,,2. Képzőcserével létrejött szavak ,n,ɒdrɛʃsaːl
deficit,1797,1797,deficit,,"['deficiency', 'deficit', 'shortfall']",,n,dɛfit͡sit
erjedezik,1797,1797,erjedezik,,,1. Tudatos szóalkotással létrejött szavak általában ,v,ɛrjɛdɛzik
grimasz,1797,1797,grimasz,,"['grimace', 'mop']",,n,ɡrimɒs
pasztilla,1797,1797,pasztilla,,,,n,pɒstillɒ
pukedli,1797,1797,pukedli,,['courtesy'],,n,pukɛdli
sav,1797,1797,sav,,['acid'],1. Származékszavak ,n,ʃɒv
veterán,1797,1797,veterán,,"['old campaigner', 'vet']",E) NEMZETKÖZI SZAVAK ,n,vɛtɛraːn
zsalu,1797,1797,zsalu,,"['louver', 'louver-boards', 'louvre', 'Persian blinds', 'shutter', 'shutters', 'ventilator']",,n,ʒɒlu
zsong,1797,1797,zsong,,,"1. Hangutánzó, hangfestő szavak ",v,ʒonɡ
erély,1798,1798,erély,,"['forcefulness', 'stamina', 'strength', 'vent', 'vigor', 'vigour']",,n,ɛreːj
gótika,1798,1798,gótika,,,E) NEMZETKÖZI SZAVAK ,n,ɡoːtikɒ
hidrogén,1798,1798,hidrogén,,,,n,hidroɡeːn
iramszarvas,1798,1798,iramszarvas,,,1. Tudatos szóalkotással létrejött szavak általában ,n,irɒmsɒrvɒʃ
jövő,1798,1798,jövő,,"['coming', 'future', 'futurity']",9. Szófajváltással keletkezett szavak ,a,jøvøː
kuncsaft,1798,1798,kuncsaft,,,,n,kunt͡ʃɒft
mandzsu,1798,1798,mandzsu,,,,a,mɒnd͡ʒu
mentsvár,1798,1798,mentsvár,,"['refuge', 'resource']",13. Szóösszetétellel keletkezett szavak ,n,mɛntʃvaːr
minaret,1798,1798,minaret,,['minaret'],E) NEMZETKÖZI SZAVAK ,n,minɒrɛt
parafa,1798,1798,parafa,,['cork'],,n,pɒrɒfɒ
pempő,1798,1798,pempő,,['mush'],,n,pɛmpøː
pertu,1798,1798,pertu,,,"apáca?, apát?, árboc?, báj?, bélyeg?, bér?, burgonya?, buzogány?, csákány?, csikk?, dereglye?, gaz?, káliz?, karám?, ?",n,pɛrtu
pitypang,1798,1798,pitypang,,"['blow-ball', 'dandelion']",,n,picpɒnɡ
rozmár,1798,1798,rozmár,,['Morse'],,n,rozmaːr
seriff,1798,1798,seriff,,,,n,ʃɛriff
szomjas,1798,1798,szomjas,,"['to be dry', 'dry', 'to feel dry', 'hungry', 'thirsting', 'thirsty']",1. Származékszavak ,a,somjɒʃ
talár,1798,1798,talár,,"['gown', 'robe']",1. Német jövevényszavak általában ,n,tɒlaːr
turista,1798,1798,turista,,"['dude', 'excursionist', 'hiker', 'holiday-maker', 'tourist', 'touristic']",,n,turiʃtɒ
zsiráf,1798,1798,zsiráf,,['giraffe'],E) NEMZETKÖZI SZAVAK ,n,ʒiraːf
zsörtölődik,1798,1798,zsörtölődik,,['to natter'],"1. Hangutánzó, hangfestő szavak ",v,ʒørtøløːdik
lappantyú,1799,1799,lappantyú,,,,a,lɒppɒncuː
adu,1799,1799,adu,,['trump'],4. Bajor jövevényszavak ,n,ɒdu
baka,1799,1799,baka,,"['footsoldier', 'tommy', 'wobbler']",,n,bɒkɒ
bonviván,1799,1799,bonviván,,,1. Olasz (többnyire északolasz) jövevényszavak ,n,bonvivaːn
csáp,1799,1799,csáp,,"['antenna', 'feeler', 'horn']",,n,t͡ʃaːp
csapda,1799,1799,csapda,,"['ambuscade', 'catch', 'gin', 'net', 'nett', 'pit', 'pitfall', 'snare', 'trap']",1. Származékszavak ,n,t͡ʃɒpdɒ
csibor,1799,1799,csibor,,,8. Szóösszevonással keletkezett szavak ,n,t͡ʃibor
duett,1799,1799,duett,,['duet'],,n,duɛtt
elektromos,1799,1799,elektromos,,['electric'],,a,ɛlɛktromoʃ
fagott,1799,1799,fagott,,['bassoon'],E) NEMZETKÖZI SZAVAK ,v,fɒɡott
fránya,1799,1799,fránya,,"['damn', 'damned']",,n,fraːɲɒ
hajkurász,1799,1799,hajkurász,,,1. Származékszavak ,n,hɒjkuraːs
jaguár,1799,1799,jaguár,,['jaguar'],,n,jɒɡuaːr
kajak,1799,1799,kajak,,['kayak'],,n,kɒjɒk
karnevál,1799,1799,karnevál,,['carnival'],,n,kɒrnɛvaːl
ketyeg,1799,1799,ketyeg,,"['to click', 'to tick']",,v,kɛcɛɡ
maki,1799,1799,maki,,['lemur'],,a,mɒki
mazurka,1799,1799,mazurka,,,,n,mɒzurkɒ
modern,1799,1799,modern,,"['modern', 'new', 'recent', 'sophisticated', 'streamlined', 'trendy', 'up-to-date']",,a,modɛrn
nettó,1799,1799,nettó,,"['clear', 'neat', 'net']",1. Német jövevényszavak általában ,a,nɛttoː
nünüke,1799,1799,nünüke,,,,v,nynykɛ
paksaméta,1799,1799,paksaméta,,,,n,pɒkʃɒmeːtɒ
pesztra,1799,1799,pesztra,,"['amah', 'nursemaid']",,n,pɛstrɒ
pipogya,1799,1799,pipogya,,"['gutless', 'invertebrate', 'pusillanimous']","1. Hangutánzó, hangfestő szavak ?",a,pipoɟɒ
racka,1799,1799,racka,,,,n,rɒt͡skɒ
rajcsúroz,1799,1799,rajcsúroz,,,1. Származékszavak ,n,rɒjt͡ʃuːroz
sámán,1799,1799,sámán,,,E) NEMZETKÖZI SZAVAK ,n,ʃaːmaːn
sligovica,1799,1799,sligovica,,,b) Horvát-szerb jövevényszavak ,n,ʃliɡovit͡sɒ
snidling,1799,1799,snidling,,['chives'],4. Bajor jövevényszavak ,n,ʃnidlinɡ
tagló,1799,1799,tagló,,,,v,tɒɡloː
totyakos,1799,1799,totyakos,,,,a,tocɒkoʃ
vicc,1799,1799,vicc,,"['humor', 'humour', 'jape', 'kid', 'pleasantry', 'story', 'yuck', 'yuk']",1. Német jövevényszavak általában ,n,vit͡st͡s
vitriol,1799,1799,vitriol,,['vitriol'],1. Német jövevényszavak általában ,n,vitriol
alássan,1800,18.  század,alássan,,,7. Szórövidüléssel létrejött szavak ,a,ɒlaːʃʃɒn
karton,1808,"1800  (?),  1808",karton2,,"['board', 'cardboard', 'chintz', 'cotton', 'muslin', 'paperboard']",,n,kɒrton
karakán,1800,1800 k.,karakán,,"['gritty', 'up front']",,a,kɒrɒkaːn
alkat,1800,1800,alkat,,"['constitution', 'makeup', 'stature', 'temper', 'temperament', 'texture']",,n,ɒlkɒt
cickány,1800,1800,cickány,,['shrew-mouse'],,n,t͡sit͡skaːɲ
futrinka,1800,1800,futrinka,,,,n,futrinkɒ
germán,1800,1800,germán,,,,a,ɡɛrmaːn
jávorszarvas,1800,1800,jávorszarvas,,['moose'],,a,jaːvorsɒrvɒʃ
nyák,1800,1800,nyák,,,,n,ɲaːk
pávián,1800,1800,pávián,,['baboon'],1. Német jövevényszavak általában ,n,paːviaːn
pityke,1800,1800,pityke,,,,n,pickɛ
puding,1800,1800,puding,,['pudding'],,n,pudinɡ
rögtön,1800,1800,rögtön,,"['anon', 'in no time', 'instanter', 'off hand', 'presently', 'pronto', 'right away', 'right now', 'right off', 'right on end', 'straight away', 'straight off', 'straightaway', 'straight on end']",3. Megszilárdult ragos alak ,r,røɡtøn
sál,1800,1800,sál,,"['comforter', 'muffler', 'neckerchief', 'scarf', 'scarf, scarves', 'shawl']",,n,ʃaːl
sápog,1800,1800,sápog,,,"1. Hangutánzó, hangfestő szavak ",n,ʃaːpoɡ
sete,1800,1800,sete,,,,a,ʃɛtɛ
táv,1800,1800,táv,,"['distance', 'space']",4. Tudatos szóalkotással létrejött származékszavak ,n,taːv
váza,1800,1800,váza,,['vase'],E) NEMZETKÖZI SZAVAK ,n,vaːzɒ
balkezes,1801,1801,balkezes,,['clumsy'],,n,bɒlkɛzɛʃ
betlehem,1801,1801,betlehem,,,,n,bɛtlɛhɛm
eldorádó,1801,1801,eldorádó,,"['cloud-cuckoo-land', ""fool's paradise""]",,r,ɛldoraːdoː
előd,1801,1801,előd,,"['ancestor', 'forbear', 'forebear', 'forefather', 'predecessor', 'progenitor']",,n,ɛløːd
flamingó,1801,1801,flamingó,,['flamingo'],E) NEMZETKÖZI SZAVAK ,n,flɒminɡoː
főmérnök,1801,1801,főmérnök,,['first engineer'],b) Német mintára keletkezett összetett szavak ,n,føːmeːrnøk
halk,1801,1801,halk2,,"['faint', 'inaudible', 'low', 'quiet', 'soft', 'still', 'subdued']","2. Ősi, finnugor kori szavak ",a,hɒlk
harákol,1801,1801,harákol,,,"1. Hangutánzó, hangfestő szavak ",n,hɒraːkol
kalikó,1801,1801,kalikó,,['muslin'],E) NEMZETKÖZI SZAVAK ,n,kɒlikoː
kandiscukor,1801,1801,kandiscukor,,['candy'],,n,kɒndiʃt͡sukor
kelme,1801,1801,kelme,,,,n,kɛlmɛ
kenguru,1801,1801,kenguru,,['kangaroo'],E) NEMZETKÖZI SZAVAK ,n,kɛnɡuru
kreol,1801,1801,kreol,,"['Creole', 'Creole white']",,a,krɛol
lett,1801,1801,lett,,['Latvian'],E) NEMZETKÖZI SZAVAK ,v,lɛtt
libabőr,1801,1801,libabőr,,"['creeps', 'goose-flesh']",13. Szóösszetétellel keletkezett szavak ,a,libɒbøːr
monszun,1801,1801,monszun,,['monsoon'],E) NEMZETKÖZI SZAVAK ,n,monsun
moszkitó,1801,1801,moszkitó,,['mosquito'],E) NEMZETKÖZI SZAVAK ,n,moskitoː
nomád,1801,1801,nomád,,"['nomad', 'nomadic']",E) NEMZETKÖZI SZAVAK ,a,nomaːd
pária,1801,1801,pária,,"['outcaste', 'untouchable']",,n,paːriɒ
pingvin,1801,1801,pingvin,,['penguin'],E) NEMZETKÖZI SZAVAK ,n,pinɡvin
tapéta,1801,1801,tapéta,,['wallpaper'],,n,tɒpeːtɒ
trotty,1801,1801,trotty,,,,n,trotc
akkord,1802,1802,akkord,,['chord'],,n,ɒkkord
alt,1802,1802,alt,,,1. Német jövevényszavak általában ,v,ɒlt
cézár,1802,1802,cézár,,['caesar'],1. Latin jövevényszavak általában ,n,t͡seːzaːr
ellipszis,1802,1802,ellipszis,,['ellipse'],,a,ɛllipsiʃ
gallicizmus,1802,1802,gallicizmus,,,E) NEMZETKÖZI SZAVAK ,n,ɡɒllit͡sizmuʃ
króm,1802,1802,króm,,"['chrome', 'chromium']",E) NEMZETKÖZI SZAVAK ,n,kroːm
kupola,1802,1802,kupola,,"['bell', 'cupola', 'dome']",E) NEMZETKÖZI SZAVAK ,n,kupolɒ
markíroz,1802,1802,markíroz,,,,r,mɒrkiːroz
mesztic,1802,1802,mesztic,,,,v,mɛstit͡s
nacionalista,1802,1802,nacionalista,,,,a,nɒt͡sionɒliʃtɒ
nüánsz,1802,1802,nüánsz,,['nuance'],,a,nyaːns
paródia,1802,1802,paródia,,"['parody', 'send-up', 'skit', 'travesty']",1. Latin jövevényszavak általában ,n,pɒroːdiɒ
penge,1802,1802,penge,,"['blade', 'hot', 'steel', 'web']",,n,pɛnɡɛ
prím,1802,1802,prím,,['prime'],E) NEMZETKÖZI SZAVAK ,n,priːm
rátarti,1802,1802,rátarti,,"['ikey', 'up-stage']",,a,raːtɒrti
tápászkodik,1802,1802,tápászkodik,,,1. Származékszavak ,v,taːpaːskodik
tribün,1802,1802,tribün,,"['grandstand', 'scaffold', 'stand']",E) NEMZETKÖZI SZAVAK ,n,tribyn
vogul,1802,1802,vogul,,,E) NEMZETKÖZI SZAVAK ,n,voɡul
állítólag,1803,1803,állítólag,,"['allegedly', 'professedly', 'reportedly', 'reputedly', 'supposedly']",3. Megszilárdult ragos alak ,r,aːlliːtoːlɒɡ
badar,1803,1803,badar,,,,v,bɒdɒr
borostyán,1803,1803,borostyán2,,"['creeping ivy', 'ivy']",1. Német jövevényszavak általában ,n,boroʃcaːn
burgonya,1803,1803,burgonya,,['potato'],,n,burɡoɲɒ
csicsereg,1803,1803,csicsereg,,"['to chatter', 'to chirp', 'to chirrup', 'to twitter', 'to warble']","1. Hangutánzó, hangfestő szavak ",a,t͡ʃit͡ʃɛrɛɡ
dokumentál,1803,1803,dokumentál,,"['to attest', 'to certify', 'to document', 'to prove']",,v,dokumɛntaːl
ernyed,1803,1803,ernyed,,,,v,ɛrɲɛd
erotikus,1803,1803,erotikus,,['erotic'],,a,ɛrotikuʃ
felhang,1803,1803,felhang,,['overtone'],b) Német mintára keletkezett összetett szavak ,n,fɛlhɒnɡ
földrajz,1803,1803,földrajz,,['geography'],,n,føldrɒjz
förmed,1803,1803,förmed,,,,v,førmɛd
frappáns,1803,1803,frappáns,,,,a,frɒppaːnʃ
fruska,1803,1803,fruska,,['filly'],"12. Tulajdonnévi, személynévi eredetű szavak ",n,fruʃkɒ
gitár,1803,1803,gitár,,['guitar'],E) NEMZETKÖZI SZAVAK ,n,ɡitaːr
gyepmester,1803,1803,gyepmester,,"['flayer', 'skinner']",,n,ɟɛpmɛʃtɛr
henceg,1803,1803,henceg,,"['to blow off', 'to blow, blew, blown', 'to brag', 'to buck', 'to hector', 'to put it on', 'to put on side', 'to put on dog', 'to put up a front', 'to rant', 'to show off', 'to side', 'to swagger', 'to talk big', 'to talk large', 'to vainglory', 'to vapor', 'to vapour']","1. Hangutánzó, hangfestő szavak ?",v,hɛnt͡sɛɡ
hóbortos,1803,1803,hóbortos,,"['to be cracked', 'cracked', 'eccentric', 'fanciful', 'fantastic', 'have bats in the belfry', ""off one's crumpet"", 'pixilated', 'queer', 'queer in the head', 'wacky', 'whacky', 'whimsical']",,a,hoːbortoʃ
hospitál,1803,1803,hospitál,,,,n,hoʃpitaːl
kapszli,1803,1803,kapszli,,,1. Német jövevényszavak általában ,n,kɒpsli
kukker,1803,1803,kukker,,,,n,kukkɛr
kuksol,1803,1803,kuksol,,,1. Származékszavak ,n,kukʃol
