hun_lemma,hun_year,info,info_en,disambiguated,hun_suffix,en_human,hun_en,orig,hun_orig_en,orig_tag,hun_pos,wordipa
grimasz,1797,1797,1797,grimasz,,"['grimace', 'mop']","grimace, mop",E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,n,ɡrimɒs
pasztilla,1797,1797,1797,pasztilla,,pastille,pastille,E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,n,pɒstillɒ
pukedli,1797,1797,1797,pukedli,,['courtesy'],courtesy,2. Ausztriai német jövevényszav ,2. Austrian German newcomer word,,n,pukɛdli
sav,1797,1797,1797,sav,,['acid'],acid,1. Származékszavak ,1. Derivatives,,n,ʃɒv
veterán,1797,1797,1797,veterán,,"['old campaigner', 'vet']","old_campaigner, vet",E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,n,vɛtɛraːn
zsalu,1797,1797,1797,zsalu,,"['louver', 'louver-boards', 'louvre', 'Persian blinds', 'shutter', 'shutters', 'ventilator']","louver, louver-boards, louvre, Persian_blinds, shutter, shutters, ventilator",,,,n,ʒɒlu
zsong,1797,1797,1797,zsong,,ding,ding,"1. Hangutánzó, hangfestő szavak ","1. Sound imitating, sound painting words",,v,ʒonɡ
erély,1798,1798,1798,erély,,"['forcefulness', 'stamina', 'strength', 'vent', 'vigor', 'vigour']","forcefulness, stamina, strength, vent, vigor, vigour",1. Tudatos szóalkotással létrejött szavak általában ,1. Words created by conscious word formation in general,,n,ɛreːj
gótika,1798,1798,1798,gótika,,Gothic,Gothic,E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,n,ɡoːtikɒ
hidrogén,1798,1798,1798,hidrogén,,hydrogen,hydrogen,E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,n,hidroɡeːn
iramszarvas,1798,1798,1798,iramszarvas,,pace deer,pace_deer,1. Tudatos szóalkotással létrejött szavak általában ,1. Words created by conscious word formation in general,,n,irɒmsɒrvɒʃ
jövő,1798,1798,1798,jövő,,"['coming', 'future', 'futurity']","coming, future, futurity",9. Szófajváltással keletkezett szavak ,9. Words formed by word change,,a,jøvøː
kuncsaft,1798,1798,1798,kuncsaft,,patron,patron,1. Német jövevényszavak általában ,1. German newcomer words in general,,n,kunt͡ʃɒft
mandzsu,1798,1798,1798,mandzsu,,Manchu,Manchu,E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,a,mɒnd͡ʒu
mentsvár,1798,1798,1798,mentsvár,,"['refuge', 'resource']","refuge, resource",13. Szóösszetétellel keletkezett szavak ,13. Words formed by word composition,,n,mɛntʃvaːr
minaret,1798,1798,1798,minaret,,['minaret'],minaret,E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,n,minɒrɛt
parafa,1798,1798,1798,parafa,,['cork'],cork,1. Tudatos szóalkotással létrejött szavak általában ,1. Words created by conscious word formation in general,,n,pɒrɒfɒ
pempő,1798,1798,1798,pempő,,['mush'],mush,1. Származékszavak ,1. Derivatives,,n,pɛmpøː
pertu,1798,1798,1798,pertu,,Pertuan,Pertuan,"apáca?, apát?, árboc?, báj?, bélyeg?, bér?, burgonya?, buzogány?, csákány?, csikk?, dereglye?, gaz?, káliz?, karám?, ?","nun ?, abbot ?, mast ?, charm ?, stamp ?, wage ?, potato ?, mace ?, pick ?, butt ?, weasel, weed",,n,pɛrtu
pitypang,1798,1798,1798,pitypang,,"['blow-ball', 'dandelion']","blow-ball, dandelion","1. Hangutánzó, hangfestő szavak ","1. Sound imitating, sound painting words",,n,picpɒnɡ
rozmár,1798,1798,1798,rozmár,,['Morse'],Morse,5. Tudományos latin jövevényszavak ,5. Scientific Latin newcomer words,,n,rozmaːr
seriff,1798,1798,1798,seriff,,sheriff,sheriff,,,,n,ʃɛriff
szomjas,1798,1798,1798,szomjas,,"['to be dry', 'dry', 'to feel dry', 'hungry', 'thirsting', 'thirsty']","be_dry, dry, feel_dry, hungry, thirsting, thirsty",1. Származékszavak ,1. Derivatives,,a,somjɒʃ
talár,1798,1798,1798,talár,,"['gown', 'robe']","gown, robe",1. Német jövevényszavak általában ,1. German newcomer words in general,,n,tɒlaːr
turista,1798,1798,1798,turista,,"['dude', 'excursionist', 'hiker', 'holiday-maker', 'tourist', 'touristic']","dude, excursionist, hiker, holiday-maker, tourist, touristic",E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,n,turiʃtɒ
zsiráf,1798,1798,1798,zsiráf,,['giraffe'],giraffe,E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,n,ʒiraːf
zsörtölődik,1798,1798,1798,zsörtölődik,,['to natter'],natter,"1. Hangutánzó, hangfestő szavak ","1. Sound imitating, sound painting words",,v,ʒørtøløːdik
lappantyú,1799,1799,1799,lappantyú,,nightjar,nightjar,1. Származékszavak ,1. Derivatives,,a,lɒppɒncuː
adu,1799,1799,1799,adu,,['trump'],trump,4. Bajor jövevényszavak ,4. Bavarian newcomer words,,n,ɒdu
baka,1799,1799,1799,baka,,"['footsoldier', 'tommy', 'wobbler']","footsoldier, tommy, wobbler",10. Szóhasadással keletkezett szavak ?,10. Words formed by splitting?,,n,bɒkɒ
bonviván,1799,1799,1799,bonviván,,bon vivant,bon_vivant,1. Olasz (többnyire északolasz) jövevényszavak ,1. Italian (mostly Northern Italian) newcomer words,,n,bonvivaːn
csáp,1799,1799,1799,csáp,,"['antenna', 'feeler', 'horn']","antenna, feeler, horn",1. Tudatos szóalkotással létrejött szavak általában ,1. Words created by conscious word formation in general,,n,t͡ʃaːp
csapda,1799,1799,1799,csapda,,"['ambuscade', 'catch', 'gin', 'net', 'nett', 'pit', 'pitfall', 'snare', 'trap']","ambuscade, catch, gin, net, nett, pit, pitfall, snare, trap",1. Származékszavak ,1. Derivatives,,n,t͡ʃɒpdɒ
csibor,1799,1799,1799,csibor,,csibor,csibor,8. Szóösszevonással keletkezett szavak ,8. Words formed by word combination,,n,t͡ʃibor
duett,1799,1799,1799,duett,,['duet'],duet,E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,n,duɛtt
elektromos,1799,1799,1799,elektromos,,['electric'],electric,1. Latin jövevényszavak általában ,1. Latin newcomers in general,,a,ɛlɛktromoʃ
fagott,1799,1799,1799,fagott,,['bassoon'],bassoon,E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,v,fɒɡott
fránya,1799,1799,1799,fránya,,"['damn', 'damned']","damn, damned",G) ISMERETLEN EREDETŰ SZAVAK ,G) WORDS OF UNKNOWN ORIGIN,,n,fraːɲɒ
hajkurász,1799,1799,1799,hajkurász,,drums up,drums_up,1. Származékszavak ,1. Derivatives,,n,hɒjkuraːs
jaguár,1799,1799,1799,jaguár,,['jaguar'],jaguar,E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,n,jɒɡuaːr
kajak,1799,1799,1799,kajak,,['kayak'],kayak,E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,n,kɒjɒk
karnevál,1799,1799,1799,karnevál,,['carnival'],carnival,1. Olasz (többnyire északolasz) jövevényszavak ,1. Italian (mostly Northern Italian) newcomer words,,n,kɒrnɛvaːl
ketyeg,1799,1799,1799,ketyeg,,"['to click', 'to tick']","click, tick","1. Hangutánzó, hangfestő szavak ","1. Sound imitating, sound painting words",,v,kɛcɛɡ
maki,1799,1799,1799,maki,,['lemur'],lemur,E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,a,mɒki
mazurka,1799,1799,1799,mazurka,,mazurka,mazurka,E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,n,mɒzurkɒ
modern,1799,1799,1799,modern,,"['modern', 'new', 'recent', 'sophisticated', 'streamlined', 'trendy', 'up-to-date']","modern, new, recent, sophisticated, streamlined, trendy, up-to-date",1. Német jövevényszavak általában ,1. German newcomer words in general,,a,modɛrn
nettó,1799,1799,1799,nettó,,"['clear', 'neat', 'net']","clear, neat, net",1. Német jövevényszavak általában ,1. German newcomer words in general,,a,nɛttoː
nünüke,1799,1799,1799,nünüke,,Nünüke,Nünüke,,,,v,nynykɛ
paksaméta,1799,1799,1799,paksaméta,,sheaf of papers,sheaf_of_papers,4. Játékos szóalkotással létrejött szavak ,4. Words formed by playful word formation,,n,pɒkʃɒmeːtɒ
pesztra,1799,1799,1799,pesztra,,"['amah', 'nursemaid']","amah, nursemaid",d) Nyugati szláv jövevényszavak (általában) ?,d) West Slavic newcomer words (usually)?,,n,pɛstrɒ
pipogya,1799,1799,1799,pipogya,,"['gutless', 'invertebrate', 'pusillanimous']","gutless, invertebrate, pusillanimous","1. Hangutánzó, hangfestő szavak ?","1. Sound imitating, sound painting words?",,a,pipoɟɒ
racka,1799,1799,1799,racka,,Racka,Racka,G) ISMERETLEN EREDETŰ SZAVAK ,G) WORDS OF UNKNOWN ORIGIN,,n,rɒt͡skɒ
rajcsúroz,1799,1799,1799,rajcsúroz,,rajcsúroz,rajcsúroz,1. Származékszavak ,1. Derivatives,,n,rɒjt͡ʃuːroz
sámán,1799,1799,1799,sámán,,shaman,shaman,E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,n,ʃaːmaːn
sligovica,1799,1799,1799,sligovica,,sligovica,sligovica,b) Horvát-szerb jövevényszavak ,b) Croatian-Serbian newcomer words,,n,ʃliɡovit͡sɒ
snidling,1799,1799,1799,snidling,,['chives'],chives,4. Bajor jövevényszavak ,4. Bavarian newcomer words,,n,ʃnidlinɡ
tagló,1799,1799,1799,tagló,,Member log,Member_log,1. Származékszavak ,1. Derivatives,,v,tɒɡloː
totyakos,1799,1799,1799,totyakos,,totyakos,totyakos,1. Származékszavak ,1. Derivatives,,a,tocɒkoʃ
vicc,1799,1799,1799,vicc,,"['humor', 'humour', 'jape', 'kid', 'pleasantry', 'story', 'yuck', 'yuk']","humor, humour, jape, kid, pleasantry, story, yuck, yuk",1. Német jövevényszavak általában ,1. German newcomer words in general,,n,vit͡st͡s
vitriol,1799,1799,1799,vitriol,,['vitriol'],vitriol,1. Német jövevényszavak általában ,1. German newcomer words in general,,n,vitriol
alássan,1800,18.  század,18.  centuryzad,alássan,,assure you,assure_you,7. Szórövidüléssel létrejött szavak ,7. Words formed by word abbreviations,,a,ɒlaːʃʃɒn
karton,1808,"1800  (?),  1808","1800  (?),   1808",karton2,,"['board', 'cardboard', 'chintz', 'cotton', 'muslin', 'paperboard']","board, cardboard, chintz, cotton, muslin, paperboard",1. Német jövevényszavak általában ,1. German newcomer words in general,,n,kɒrton
karakán,1800,1800 k.,ca. 1800 ,karakán,,"['gritty', 'up front']","gritty, up_front",10. Szóhasadással keletkezett szavak ,10. Words formed by cleavage,,a,kɒrɒkaːn
alkat,1800,1800,1800,alkat,,"['constitution', 'makeup', 'stature', 'temper', 'temperament', 'texture']","constitution, makeup, stature, temper, temperament, texture",1. Származékszavak ,1. Derivatives,,n,ɒlkɒt
cickány,1800,1800,1800,cickány,,['shrew-mouse'],shrew-mouse,1. Német jövevényszavak általában ?,1. German newcomer words in general?,,n,t͡sit͡skaːɲ
futrinka,1800,1800,1800,futrinka,,beetle,beetle,4. Játékos szóalkotással létrejött szavak ,4. Words formed by playful word formation,,n,futrinkɒ
germán,1800,1800,1800,germán,,German,German,E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,a,ɡɛrmaːn
jávorszarvas,1800,1800,1800,jávorszarvas,,['moose'],moose,13. Szóösszetétellel keletkezett szavak ,13. Words formed by word composition,,a,jaːvorsɒrvɒʃ
nyák,1800,1800,1800,nyák,,neck,neck,1. Tudatos szóalkotással létrejött szavak általában ,1. Words created by conscious word formation in general,,n,ɲaːk
pávián,1800,1800,1800,pávián,,['baboon'],baboon,1. Német jövevényszavak általában ,1. German newcomer words in general,,n,paːviaːn
pityke,1800,1800,1800,pityke,,Pityke,Pityke,,,,n,pickɛ
puding,1800,1800,1800,puding,,['pudding'],pudding,E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,n,pudinɡ
rögtön,1800,1800,1800,rögtön,,"['anon', 'in no time', 'instanter', 'off hand', 'presently', 'pronto', 'right away', 'right now', 'right off', 'right on end', 'straight away', 'straight off', 'straightaway', 'straight on end']","anon, in_no_time, instanter, off_hand, presently, pronto, right_away, right_now, right_off, right_on_end, straight_away, straight_off, straightaway, straight_on_end",3. Megszilárdult ragos alak ,3. Solidified sticky shape,,r,røɡtøn
sál,1800,1800,1800,sál,,"['comforter', 'muffler', 'neckerchief', 'scarf', 'scarf, scarves', 'shawl']","comforter, muffler, neckerchief, scarf, scarf, scarves, shawl",1. Német jövevényszavak általában ,1. German newcomer words in general,,n,ʃaːl
sápog,1800,1800,1800,sápog,,sápog,sápog,"1. Hangutánzó, hangfestő szavak ","1. Sound imitating, sound painting words",,n,ʃaːpoɡ
sete,1800,1800,1800,sete,,sete,sete,,,,a,ʃɛtɛ
táv,1800,1800,1800,táv,,"['distance', 'space']","distance, space",4. Tudatos szóalkotással létrejött származékszavak ,4. Derived words formed by conscious word formation,,n,taːv
váza,1800,1800,1800,váza,,['vase'],vase,E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,n,vaːzɒ
balkezes,1801,1801,1801,balkezes,,['clumsy'],clumsy,13. Szóösszetétellel keletkezett szavak ,13. Words formed by word composition,,n,bɒlkɛzɛʃ
betlehem,1801,1801,1801,betlehem,,nativity scene,nativity_scene,"12. Tulajdonnévi, személynévi eredetű szavak ","12. Words of proper origin, personal names",,n,bɛtlɛhɛm
eldorádó,1801,1801,1801,eldorádó,,"['cloud-cuckoo-land', ""fool's paradise""]","cloud-cuckoo-land, ""fools_paradise""",E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,r,ɛldoraːdoː
előd,1801,1801,1801,előd,,"['ancestor', 'forbear', 'forebear', 'forefather', 'predecessor', 'progenitor']","ancestor, forbear, forebear, forefather, predecessor, progenitor","12. Tulajdonnévi, személynévi eredetű szavak ","12. Words of proper origin, personal names",,n,ɛløːd
flamingó,1801,1801,1801,flamingó,,['flamingo'],flamingo,E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,n,flɒminɡoː
főmérnök,1801,1801,1801,főmérnök,,['first engineer'],first_engineer,b) Német mintára keletkezett összetett szavak ,b) Compound words formed in German,,n,føːmeːrnøk
halk,1801,1801,1801,halk2,,"['faint', 'inaudible', 'low', 'quiet', 'soft', 'still', 'subdued']","faint, inaudible, low, quiet, soft, still, subdued","2. Ősi, finnugor kori szavak ",2. Ancient Finno-Ugric words,FU,a,hɒlk
harákol,1801,1801,1801,harákol,,hawked,hawked,"1. Hangutánzó, hangfestő szavak ","1. Sound imitating, sound painting words",,n,hɒraːkol
kalikó,1801,1801,1801,kalikó,,['muslin'],muslin,E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,n,kɒlikoː
kandiscukor,1801,1801,1801,kandiscukor,,['candy'],candy,b) Német mintára keletkezett összetett szavak ,b) Compound words formed in German,,n,kɒndiʃt͡sukor
kelme,1801,1801,1801,kelme,,cloth,cloth,,,,n,kɛlmɛ
kenguru,1801,1801,1801,kenguru,,['kangaroo'],kangaroo,E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,n,kɛnɡuru
kreol,1801,1801,1801,kreol,,"['Creole', 'Creole white']","Creole, Creole_white",E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,a,krɛol
lett,1801,1801,1801,lett,,['Latvian'],Latvian,E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,v,lɛtt
libabőr,1801,1801,1801,libabőr,,"['creeps', 'goose-flesh']","creeps, goose-flesh",13. Szóösszetétellel keletkezett szavak ,13. Words formed by word composition,,a,libɒbøːr
monszun,1801,1801,1801,monszun,,['monsoon'],monsoon,E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,n,monsun
moszkitó,1801,1801,1801,moszkitó,,['mosquito'],mosquito,E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,n,moskitoː
nomád,1801,1801,1801,nomád,,"['nomad', 'nomadic']","nomad, nomadic",E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,a,nomaːd
pária,1801,1801,1801,pária,,"['outcaste', 'untouchable']","outcaste, untouchable",E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,n,paːriɒ
pingvin,1801,1801,1801,pingvin,,['penguin'],penguin,E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,n,pinɡvin
tapéta,1801,1801,1801,tapéta,,['wallpaper'],wallpaper,1. Német jövevényszavak általában ,1. German newcomer words in general,,n,tɒpeːtɒ
trotty,1801,1801,1801,trotty,,fart,fart,"1. Hangutánzó, hangfestő szavak ","1. Sound imitating, sound painting words",,n,trotc
akkord,1802,1802,1802,akkord,,['chord'],chord,E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,n,ɒkkord
alt,1802,1802,1802,alt,,alto,alto,1. Német jövevényszavak általában ,1. German newcomer words in general,,v,ɒlt
cézár,1802,1802,1802,cézár,,['caesar'],caesar,"12. Tulajdonnévi, személynévi eredetű szavak ","12. Words of proper origin, personal names",,n,t͡seːzaːr
ellipszis,1802,1802,1802,ellipszis,,['ellipse'],ellipse,1. Latin jövevényszavak általában ,1. Latin newcomers in general,,a,ɛllipsiʃ
gallicizmus,1802,1802,1802,gallicizmus,,Gallicism,Gallicism,E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,n,ɡɒllit͡sizmuʃ
króm,1802,1802,1802,króm,,"['chrome', 'chromium']","chrome, chromium",E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,n,kroːm
kupola,1802,1802,1802,kupola,,"['bell', 'cupola', 'dome']","bell, cupola, dome",E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,n,kupolɒ
markíroz,1802,1802,1802,markíroz,,markíroz,markíroz,1. Német jövevényszavak általában ,1. German newcomer words in general,,r,mɒrkiːroz
mesztic,1802,1802,1802,mesztic,,mestizo,mestizo,1. Német jövevényszavak általában ,1. German newcomer words in general,,v,mɛstit͡s
nacionalista,1802,1802,1802,nacionalista,,nationalist,nationalist,E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,a,nɒt͡sionɒliʃtɒ
nüánsz,1802,1802,1802,nüánsz,,['nuance'],nuance,1. Olasz (többnyire északolasz) jövevényszavak ,1. Italian (mostly Northern Italian) newcomer words,,a,nyaːns
paródia,1802,1802,1802,paródia,,"['parody', 'send-up', 'skit', 'travesty']","parody, send-up, skit, travesty",1. Latin jövevényszavak általában ,1. Latin newcomers in general,,n,pɒroːdiɒ
penge,1802,1802,1802,penge,,"['blade', 'hot', 'steel', 'web']","blade, hot, steel, web",1. Tudatos szóalkotással létrejött szavak általában ,1. Words created by conscious word formation in general,,n,pɛnɡɛ
prím,1802,1802,1802,prím,,['prime'],prime,E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,n,priːm
rátarti,1802,1802,1802,rátarti,,"['ikey', 'up-stage']","ikey, up-stage",13. Szóösszetétellel keletkezett szavak ,13. Words formed by word composition,,a,raːtɒrti
tápászkodik,1802,1802,1802,tápászkodik,,tápászkodik,tápászkodik,1. Származékszavak ,1. Derivatives,,v,taːpaːskodik
tribün,1802,1802,1802,tribün,,"['grandstand', 'scaffold', 'stand']","grandstand, scaffold, stand",E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,n,tribyn
vogul,1802,1802,1802,vogul,,Vogul,Vogul,E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,n,voɡul
állítólag,1803,1803,1803,állítólag,,"['allegedly', 'professedly', 'reportedly', 'reputedly', 'supposedly']","allegedly, professedly, reportedly, reputedly, supposedly",3. Megszilárdult ragos alak ,3. Solidified sticky shape,,r,aːlliːtoːlɒɡ
badar,1803,1803,1803,badar,,badar,badar,,,,v,bɒdɒr
borostyán,1803,1803,1803,borostyán2,,"['creeping ivy', 'ivy']","creeping_ivy, ivy",1. Német jövevényszavak általában ,1. German newcomer words in general,,n,boroʃcaːn
burgonya,1803,1803,1803,burgonya,,['potato'],potato,,,,n,burɡoɲɒ
csicsereg,1803,1803,1803,csicsereg,,"['to chatter', 'to chirp', 'to chirrup', 'to twitter', 'to warble']","chatter, chirp, chirrup, twitter, warble","1. Hangutánzó, hangfestő szavak ","1. Sound imitating, sound painting words",,a,t͡ʃit͡ʃɛrɛɡ
dokumentál,1803,1803,1803,dokumentál,,"['to attest', 'to certify', 'to document', 'to prove']","attest, certify, document, prove",E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,v,dokumɛntaːl
ernyed,1803,1803,1803,ernyed,,muscles relaxed,muscles_relaxed,b) Csuvasos típusú jövevényszavak ?,b) Chuvash type newcomer words?,,v,ɛrɲɛd
erotikus,1803,1803,1803,erotikus,,['erotic'],erotic,E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,a,ɛrotikuʃ
felhang,1803,1803,1803,felhang,,['overtone'],overtone,b) Német mintára keletkezett összetett szavak ,b) Compound words formed in German,,n,fɛlhɒnɡ
földrajz,1803,1803,1803,földrajz,,['geography'],geography,b) Latin mintára keletkezett összetétel ,(b) Composition on a Latin sample,,n,føldrɒjz
förmed,1803,1803,1803,förmed,,shape,shape,1. Származékszavak ,1. Derivatives,,v,førmɛd
frappáns,1803,1803,1803,frappáns,,catchy,catchy,1. Német jövevényszavak általában ,1. German newcomer words in general,,a,frɒppaːnʃ
fruska,1803,1803,1803,fruska,,['filly'],filly,"12. Tulajdonnévi, személynévi eredetű szavak ","12. Words of proper origin, personal names",,n,fruʃkɒ
gitár,1803,1803,1803,gitár,,['guitar'],guitar,E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,n,ɡitaːr
gyepmester,1803,1803,1803,gyepmester,,"['flayer', 'skinner']","flayer, skinner",b) Német mintára keletkezett összetett szavak ,b) Compound words formed in German,,n,ɟɛpmɛʃtɛr
henceg,1803,1803,1803,henceg,,"['to blow off', 'to blow, blew, blown', 'to brag', 'to buck', 'to hector', 'to put it on', 'to put on side', 'to put on dog', 'to put up a front', 'to rant', 'to show off', 'to side', 'to swagger', 'to talk big', 'to talk large', 'to vainglory', 'to vapor', 'to vapour']","blow_off, blow, blew, blown, brag, buck, hector, put_it_on, put_on_side, put_on_dog, put_up_a_front, rant, show_off, side, swagger, talk_big, talk_large, vainglory, vapor, vapour","1. Hangutánzó, hangfestő szavak ?","1. Sound imitating, sound painting words?",,v,hɛnt͡sɛɡ
hóbortos,1803,1803,1803,hóbortos,,"['to be cracked', 'cracked', 'eccentric', 'fanciful', 'fantastic', 'have bats in the belfry', ""off one's crumpet"", 'pixilated', 'queer', 'queer in the head', 'wacky', 'whacky', 'whimsical']","be_cracked, cracked, eccentric, fanciful, fantastic, have_bats_in_the_belfry, ""off_ones_crumpet"", pixilated, queer, queer_in_the_head, wacky, whacky, whimsical",1. Származékszavak ,1. Derivatives,,a,hoːbortoʃ
hospitál,1803,1803,1803,hospitál,,HOSPITAL,HOSPITAL,1. Latin jövevényszavak általában ,1. Latin newcomers in general,,n,hoʃpitaːl
kapszli,1803,1803,1803,kapszli,,kapszli,kapszli,1. Német jövevényszavak általában ,1. German newcomer words in general,,n,kɒpsli
kukker,1803,1803,1803,kukker,,kukker,kukker,1. Német jövevényszavak általában ,1. German newcomer words in general,,n,kukkɛr
kuksol,1803,1803,1803,kuksol,,kuksol,kuksol,1. Származékszavak ,1. Derivatives,,n,kukʃol
mamlasz,1803,1803,1803,mamlasz,,"['featherbrain', 'fumbler', 'goose, geese', 'muff', 'numb-skull', 'numskull', 'oaf', 'simple Sammy', 'simpleton', 'softie', 'softy', 'spoon', 'tomfool', 'wimpy']","featherbrain, fumbler, goose, geese, muff, numb-skull, numskull, oaf, simple_Sammy, simpleton, softie, softy, spoon, tomfool, wimpy",c) Szlovák jövevényszavak ,c) Slovak newcomer words,,n,mɒmlɒs
mócsing,1803,1803,1803,mócsing,,Slump,Slump,2. Ausztriai német jövevényszav ?,2. Austrian German newcomer word?,,r,moːt͡ʃinɡ
módszer,1803,1803,1803,módszer,,"['manner', 'method', 'modus, modi', 'way']","manner, method, modus, modi, way",13. Szóösszetétellel keletkezett szavak ,13. Words formed by word composition,,n,moːdsɛr
monológ,1803,1803,1803,monológ,,"['monolog', 'monologue', 'soliloquy']","monolog, monologue, soliloquy",E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,n,monoloːɡ
ődöng,1803,1803,1803,ődöng,,"['to maroon', 'to saunter along', 'to saunter']","maroon, saunter_along, saunter",1. Származékszavak ,1. Derivatives,,r,øːdønɡ
őrmester,1803,1803,1803,őrmester,,"['mess sergeant', 'sergeant']","mess_sergeant, sergeant",b) Német mintára keletkezett összetett szavak ,b) Compound words formed in German,,n,øːrmɛʃtɛr
poén,1803,1803,1803,poén,,"['point', 'yuck', 'yuk']","point, yuck, yuk",1. Olasz (többnyire északolasz) jövevényszavak ,1. Italian (mostly Northern Italian) newcomer words,,n,poeːn
suvaszt,1803,1803,1803,suvaszt,,suvaszt,suvaszt,1. Származékszavak ,1. Derivatives,,n,ʃuvɒst
ténsúr,1803,1803,1803,ténsúr,,ténsúr,ténsúr,13. Szóösszetétellel keletkezett szavak ,13. Words formed by word composition,,v,teːnʃuːr
turcsi,1803,1803,1803,turcsi,,Turcsán,Turcsán,1. Származékszavak ,1. Derivatives,,r,turt͡ʃi
virsli,1803,1803,1803,virsli,,"['frankfurter', 'hot dog', 'Vienna sausage', 'weenie']","frankfurter, hot_dog, Vienna_sausage, weenie",2. Ausztriai német jövevényszav ,2. Austrian German newcomer word,,n,virʃli
zsurló,1803,1803,1803,zsurló,,horsetail,horsetail,6. Jelentéstapadással létrejött szavak ,6. Words created with adhesion,,n,ʒurloː
amputál,1804,1804,1804,amputál,,['to amputate'],amputate,1. Latin jövevényszavak általában ,1. Latin newcomers in general,,n,ɒmputaːl
ármány,1804,1804,1804,ármány,,['intrigue'],intrigue,1. Tudatos szóalkotással létrejött szavak általában ?,1. Words created by conscious word formation in general?,,r,aːrmaːɲ
ász,1804,1804,1804,ász,,"['ace', 'hot']","ace, hot",E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,n,aːs
fakír,1804,1804,1804,fakír,,['fakir'],fakir,E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,n,fɒkiːr
fém,1804,1804,1804,fém,,['metal'],metal,1. Tudatos szóalkotással létrejött szavak általában ,1. Words created by conscious word formation in general,,r,feːm
fríg,1804,1804,1804,fríg,,Phrygian,Phrygian,1. Latin jövevényszavak általában ,1. Latin newcomers in general,,a,friːɡ
galvanizál,1804,1804,1804,galvanizál,,"['to electrodeposit', 'to electroplate', 'to galvanize', 'to plate']","electrodeposit, electroplate, galvanize, plate",1. Latin jövevényszavak általában ?,1. Latin newcomers in general?,,n,ɡɒlvɒnizaːl
hírforrás,1804,1804,1804,hírforrás,,Syndication,Syndication,13. Szóösszetétellel keletkezett szavak ,13. Words formed by word composition,,n,hiːrforraːʃ
komótos,1804,1804,1804,komótos,,"['leisurely', 'unhurried']","leisurely, unhurried",1. Származékszavak ,1. Derivatives,,a,komoːtoʃ
krém,1804,1804,1804,krém,,"['cream', 'paste']","cream, paste",E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,n,kreːm
